,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,yellow_cards,was_home,opponent_team,Target_Output
6,7.016666666666666,0.3333333333333333,1.1666666666666667,24.0,0.3333333333333333,8.933333333333334,202.0,1.5,0.8333333333333334,10.016666666666667,33.46666666666667,86.5,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,1.0,57.833333333333336,7.333333333333333,57.666666666666664,0.16666666666666666,True,9.0,7.0
7,6.433333333333333,0.0,1.0,21.166666666666668,0.3333333333333333,7.416666666666667,202.0,1.6666666666666667,0.8333333333333334,9.666666666666666,30.5,90.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,1.0,58.833333333333336,6.166666666666667,58.333333333333336,0.16666666666666666,False,6.0,2.0
8,5.433333333333334,0.0,0.6666666666666666,16.166666666666668,0.3333333333333333,5.649999999999999,202.0,1.6666666666666667,0.6666666666666666,9.45,26.100000000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.0,62.833333333333336,5.166666666666667,59.0,0.16666666666666666,True,1.0,2.0
9,4.966666666666668,0.0,0.6666666666666666,16.5,0.5,9.549999999999999,202.0,1.5,0.6666666666666666,9.683333333333332,25.400000000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.8333333333333334,62.0,5.333333333333333,59.5,0.0,False,7.0,8.0
10,5.016666666666667,0.0,1.0,20.833333333333332,0.5,9.0,202.0,1.8333333333333333,0.8333333333333334,10.366666666666665,32.199999999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,62.5,6.333333333333333,60.0,0.0,False,5.0,5.0
11,4.6000000000000005,0.16666666666666666,0.5,10.833333333333334,0.3333333333333333,5.683333333333334,202.0,2.0,0.3333333333333333,6.983333333333333,16.5,87.16666666666667,0.0,0.0,0.0,0.0,0.0,1.5,1.5,47.666666666666664,4.333333333333333,60.666666666666664,0.0,True,19.0,6.0
12,4.283333333333333,0.16666666666666666,0.5,16.5,0.3333333333333333,7.5,202.0,1.6666666666666667,0.5,7.883333333333334,21.3,86.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,2.1666666666666665,50.0,5.0,61.333333333333336,0.0,True,14.0,2.0
13,3.733333333333333,0.16666666666666666,0.3333333333333333,12.0,0.3333333333333333,7.116666666666667,202.0,2.0,0.3333333333333333,7.3999999999999995,16.366666666666664,86.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.5,50.333333333333336,4.166666666666667,61.833333333333336,0.0,False,13.0,8.0
14,4.15,0.16666666666666666,0.6666666666666666,17.166666666666668,0.3333333333333333,7.033333333333334,202.0,2.0,0.5,7.133333333333334,20.533333333333335,86.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.6666666666666665,43.5,5.166666666666667,62.333333333333336,0.0,True,4.0,8.0
15,4.733333333333333,0.5,0.6666666666666666,21.666666666666668,0.3333333333333333,4.866666666666667,202.0,2.0,0.5,7.183333333333334,24.3,86.0,0.0,0.0,0.0,0.0,0.0,2.0,2.6666666666666665,42.333333333333336,6.166666666666667,63.0,0.0,False,18.0,2.0
16,4.933333333333333,0.5,0.3333333333333333,16.333333333333332,0.3333333333333333,4.933333333333334,202.0,2.0,0.3333333333333333,7.266666666666667,18.366666666666667,86.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,2.6666666666666665,49.0,5.166666666666667,63.833333333333336,0.0,False,17.0,2.0
17,5.066666666666666,0.3333333333333333,0.3333333333333333,14.666666666666666,0.3333333333333333,6.266666666666667,202.0,2.0,0.3333333333333333,7.0,18.0,88.83333333333333,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.5,45.5,4.666666666666667,64.5,0.0,True,3.0,1.0
18,4.583333333333333,0.3333333333333333,0.3333333333333333,10.166666666666666,0.3333333333333333,4.3,202.0,1.8333333333333333,0.16666666666666666,4.883333333333333,10.866666666666667,84.83333333333333,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.8333333333333333,34.0,3.8333333333333335,65.16666666666667,0.0,False,14.0,15.0
