assists,clean_sheets,creativity,bps,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,total_points,was_home,team,opponent_team,Target_Output
0.0,0.3333333333333333,32.9,20.0,1.3333333333333333,0.0,5.733333333333334,24.399999999999995,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,West Ham,Leicester,15.0
0.5,0.5,37.8,29.25,1.0,0.0,6.925000000000001,31.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,False,West Ham,Spurs,5.0
0.75,0.5,43.5,33.25,1.25,0.0,8.075000000000001,37.05,90.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,7.0,True,West Ham,Man City,2.0
0.75,0.5,38.45,32.5,1.0,0.0,7.125,32.65,90.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,7.25,False,West Ham,Liverpool,1.0
0.75,0.25,25.45,27.25,1.5,0.0,5.525,29.55,90.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,5.75,True,West Ham,Fulham,6.0
0.25,0.25,28.5,20.0,1.5,0.0,5.35,22.6,90.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,3.5,False,West Ham,Sheffield Utd,7.0
0.0,0.5,25.125,20.5,0.75,0.0,4.65,19.299999999999997,90.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,True,West Ham,Aston Villa,2.0
0.0,0.5,22.5,19.0,0.75,0.0,4.525,20.599999999999998,90.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,True,West Ham,Man Utd,1.0
0.0,0.5,30.075000000000003,20.0,1.0,0.0,5.225,18.35,90.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,4.0,False,West Ham,Leeds,5.0
0.25,0.25,21.225,19.0,1.25,0.0,4.35,20.4,90.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,3.75,True,West Ham,Crystal Palace,2.0
0.25,0.0,17.775000000000002,12.75,1.5,0.0,3.625,16.35,90.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.5,False,West Ham,Chelsea,1.0
0.25,0.0,21.85,14.25,2.0,0.0,4.125,15.2,90.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.25,True,West Ham,Brighton,4.0
0.5,0.0,19.875,15.75,1.75,0.0,3.925,14.850000000000001,90.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,3.0,False,West Ham,Southampton,6.0
0.25,0.25,14.875,15.25,1.5,0.0,2.8499999999999996,8.7,90.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,3.25,False,West Ham,Everton,11.0
0.5,0.5,14.975,22.5,1.25,0.0,3.225,9.5,90.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,5.5,True,West Ham,Burnley,8.0
0.5,0.75,10.7,25.5,0.5,0.0,2.6999999999999997,10.6,90.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,7.25,True,West Ham,West Brom,2.0
0.25,0.75,15.725,23.75,0.25,0.0,3.3,13.6,90.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,6.75,False,West Ham,Crystal Palace,5.0
0.5,0.5,18.924999999999997,24.5,0.75,0.0,3.975,16.549999999999997,90.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.5,True,West Ham,Liverpool,4.0
0.5,0.25,17.35,21.5,1.5,0.0,3.75,18.55,90.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,4.75,False,West Ham,Aston Villa,1.0
0.5,0.0,22.675,17.5,1.75,0.0,4.575,18.15,90.0,0.0,0.0,0.0,0.0,0.0,4.75,0.25,3.0,False,West Ham,Fulham,9.0
0.5,0.25,20.75,20.75,1.5,0.0,4.199999999999999,15.95,90.0,0.0,0.0,0.0,0.0,0.0,5.0,0.25,4.75,True,West Ham,Sheffield Utd,12.0
0.5,0.5,22.7,23.75,1.0,0.0,4.55,18.3,90.0,0.0,0.0,0.0,0.0,0.0,4.25,0.25,6.5,True,West Ham,Spurs,2.0
0.25,0.5,27.275,23.0,0.5,0.0,5.2,20.55,90.0,0.0,0.0,0.0,0.0,0.0,3.75,0.25,6.0,False,West Ham,Man City,1.0
0.25,0.5,27.4,23.25,0.75,0.0,4.875,20.55,90.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6.0,True,West Ham,Leeds,12.0
0.5,0.5,27.775000000000002,27.5,0.75,0.0,5.5,24.75,90.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,6.75,False,West Ham,Man Utd,2.0
0.25,0.25,20.8,21.75,1.0,0.0,4.45,21.6,90.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.25,True,West Ham,Arsenal,0.0
0.25,0.25,19.2,19.25,1.5,0.0,3.9499999999999997,18.349999999999998,90.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,3.75,False,West Ham,Wolves,1.0
0.25,0.25,16.45,19.25,1.5,0.0,3.525,16.8,90.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,3.75,True,West Ham,Leicester,0.0
0.0,0.0,7.625,8.5,1.5,0.0,1.65,8.95,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,False,West Ham,Newcastle,0.0
0.0,0.0,7.125,5.0,1.25,0.0,1.1749999999999998,4.65,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,True,West Ham,Chelsea,0.0
0.0,0.0,3.95,3.0,0.5,0.0,0.6,2.05,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,False,West Ham,Burnley,2.0
0.0,0.0,17.325,4.5,0.25,0.0,2.5999999999999996,5.5,35.5,0.0,0.0,0.0,0.0,0.0,3.25,0.25,0.5,True,West Ham,Everton,1.0
0.0,0.0,21.0,6.5,0.5,0.0,3.0999999999999996,6.75,37.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.75,False,West Ham,Brighton,3.0
0.0,0.0,36.075,11.5,0.75,0.0,5.075,10.399999999999999,59.5,0.0,0.0,0.0,0.0,0.0,4.25,0.0,1.5,False,West Ham,West Brom,5.0
0.25,0.0,46.25,16.75,1.0,0.0,6.875,17.55,82.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.75,True,West Ham,Southampton,6.0
0.0,0.0,0.3666666666666667,8.0,1.0,0.0,1.0666666666666667,9.466666666666667,60.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,False,Crystal Palace,Chelsea,0.0
0.0,0.0,0.4,7.0,1.75,0.0,1.05,8.4,67.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.75,True,Crystal Palace,Brighton,0.0
0.0,0.0,0.4,7.0,1.75,0.0,1.05,8.4,67.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.75,False,Crystal Palace,Fulham,1.0
0.0,0.0,0.2,5.25,1.75,0.0,0.675,4.85,46.25,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.5,False,Crystal Palace,Wolves,0.0
0.0,0.0,0.12499999999999999,2.25,1.25,0.0,0.325,2.05,23.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,True,Crystal Palace,Leeds,0.0
0.0,0.0,0.0,1.25,0.25,0.0,0.075,0.75,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,False,Crystal Palace,Burnley,0.0
0.0,0.0,0.0,1.25,0.25,0.0,0.075,0.75,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,True,Crystal Palace,Newcastle,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,West Brom,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,Spurs,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,West Ham,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,Liverpool,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,Aston Villa,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,Leicester,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,Sheffield Utd,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,Arsenal,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,Man City,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,West Ham,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,Wolves,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,Newcastle,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,Leeds,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,Burnley,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,Brighton,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,Fulham,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,Man Utd,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,Spurs,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,West Brom,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,Everton,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,Chelsea,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,Leicester,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,Man City,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,Sheffield Utd,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,Southampton,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,Aston Villa,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Crystal Palace,Arsenal,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Crystal Palace,Liverpool,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Southampton,Man Utd,0.0
0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Southampton,Newcastle,0.0
0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Southampton,Wolves,0.0
0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Southampton,Chelsea,0.0
0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Southampton,Leeds,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Southampton,Everton,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Southampton,Sheffield Utd,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Southampton,Man City,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Southampton,Brighton,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Southampton,Burnley,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Southampton,West Brom,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Southampton,Spurs,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Southampton,Leicester,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Southampton,Liverpool,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Southampton,Crystal Palace,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Southampton,Fulham,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Southampton,Leeds,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Southampton,West Ham,0.0
