assists,clean_sheets,creativity,bps,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,total_points,was_home,team,opponent_team,Target_Output
0.0,0.0,3.3333333333333335,16.0,1.3333333333333333,0.0,2.7000000000000006,23.8,90.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,2.3333333333333335,False,Sheffield Utd,Arsenal,2.0
0.0,0.0,2.5,15.25,1.5,0.0,2.5500000000000003,22.5,90.0,0.0,0.0,0.0,0.0,3.25,0.5,0.0,2.25,True,Sheffield Utd,Fulham,3.0
0.0,0.0,2.5,16.75,1.25,0.0,2.8,24.9,90.0,0.0,0.0,0.0,0.0,4.0,0.5,0.0,2.75,False,Sheffield Utd,Liverpool,2.0
0.0,0.0,2.5,17.75,1.5,0.0,3.075,27.550000000000004,90.0,0.0,0.0,0.0,0.0,4.5,0.5,0.0,2.75,True,Sheffield Utd,Man City,4.0
0.0,0.0,0.0,17.25,1.5,0.0,2.875,28.050000000000004,90.0,0.0,0.0,0.0,0.0,4.5,0.5,0.0,2.75,False,Sheffield Utd,Chelsea,2.0
0.0,0.0,0.0,18.25,2.0,0.0,3.1250000000000004,31.1,90.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,2.75,True,Sheffield Utd,West Ham,2.0
0.0,0.0,0.0,16.75,2.0,0.0,2.875,28.700000000000003,90.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,2.5,False,Sheffield Utd,West Brom,3.0
0.0,0.0,0.0,17.75,1.75,0.0,3.2,32.05,90.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.75,True,Sheffield Utd,Leicester,1.0
0.0,0.0,0.0,15.0,2.0,0.0,2.575,25.349999999999998,90.0,0.0,0.0,0.0,0.0,3.75,0.5,0.0,2.0,False,Sheffield Utd,Southampton,2.0
0.0,0.0,0.0,15.75,1.75,0.0,2.4250000000000003,23.9,90.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,2.0,True,Sheffield Utd,Man Utd,2.0
0.0,0.0,0.0,16.5,2.25,0.0,2.6500000000000004,26.000000000000004,90.0,0.0,0.0,0.0,0.0,3.5,0.5,0.0,2.0,False,Sheffield Utd,Brighton,2.0
0.0,0.0,0.0,15.0,2.25,0.0,2.2750000000000004,22.25,90.0,0.0,0.0,0.0,0.0,3.0,0.5,0.25,1.75,True,Sheffield Utd,Everton,2.0
0.0,0.0,0.0,14.75,2.0,0.0,2.075,20.650000000000002,90.0,0.0,0.0,0.0,0.0,3.0,0.0,0.25,2.0,False,Sheffield Utd,Burnley,2.0
0.0,0.0,0.0,12.75,1.5,0.0,1.8750000000000002,18.700000000000003,90.0,0.0,0.0,0.0,0.0,2.75,0.0,0.25,2.0,False,Sheffield Utd,Crystal Palace,1.0
0.0,0.0,0.0,12.25,1.25,0.0,1.6,16.0,90.0,0.0,0.0,0.0,0.0,2.25,0.0,0.25,1.75,True,Sheffield Utd,Newcastle,9.0
