season,position,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,verbose,window_size,kernel_size,num_filters,num_dense,conv_activation,dense_activation,drop_low_playtime,low_playtime_cutoff,optimizer,learning_rate,loss,metrics,regularization,early_stopping,tolerance,patience,standardize
2020-21,GK,3.099355459213257,2.847864151000977,2.858470916748047,0.8405394554138184,0.7641575336456299,0.8099737763404846,False,3,1,64,64,relu,relu,True,0,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,3.089683055877685,2.6688973903656006,3.0955681800842285,0.8504032492637634,0.7160438299179077,0.703886866569519,False,3,1,64,64,relu,relu,True,0,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,3.7890584468841553,1.5574167966842651,2.3173272609710693,1.0513523817062378,0.4949488043785095,0.7147079110145569,False,3,1,64,64,relu,relu,True,0,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,2.662811756134033,3.538165330886841,3.5925183296203613,0.7404958009719849,0.8455958962440491,0.9161204099655152,False,3,1,64,64,relu,relu,True,0,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,8.26701545715332,7.360097408294678,10.392147064208984,2.160942554473877,1.9541707038879397,2.314913272857666,False,3,1,64,64,relu,relu,True,25,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,7.693588733673096,8.805656433105469,8.873567581176758,2.0911238193511963,2.3051486015319824,2.209059476852417,False,3,1,64,64,relu,relu,True,25,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,6.530799388885498,11.657093048095703,8.255454063415527,1.7842389345169067,2.6192104816436768,2.0549633502960205,False,3,1,64,64,relu,relu,True,25,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,7.497527122497559,9.477306365966797,7.403448581695557,2.1523499488830566,2.3051671981811523,2.0356602668762207,False,3,1,64,64,relu,relu,True,25,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,2.382995843887329,4.188357830047607,3.1932966709136963,0.7251206040382385,1.217909574508667,0.9468332529067992,False,3,2,64,64,relu,relu,True,0,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,2.4043357372283936,3.943984746932984,3.6538901329040527,0.6746626496315002,1.0635218620300293,0.9918479919433594,False,3,2,64,64,relu,relu,True,0,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,2.971611738204956,2.9287426471710205,2.970918893814087,0.8257744312286377,0.6852536201477051,0.7513260245323181,False,3,2,64,64,relu,relu,True,0,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,2.671217441558838,3.93122148513794,2.343822956085205,0.7495798468589783,1.0218427181243896,0.5951002836227417,False,3,2,64,64,relu,relu,True,0,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,8.949193954467773,6.12893009185791,9.145660400390623,2.375725030899048,1.998619556427002,2.4545276165008545,False,3,2,64,64,relu,relu,True,25,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,6.577535629272461,9.893975257873535,11.230788230895996,1.9524205923080444,2.429115295410156,2.6398825645446777,False,3,2,64,64,relu,relu,True,25,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,6.034022808074951,9.131030082702637,11.882238388061523,1.867205262184143,2.250720262527466,2.628703594207764,False,3,2,64,64,relu,relu,True,25,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,7.32222843170166,9.914883613586426,8.76331901550293,2.171449422836304,2.421435594558716,2.367649555206299,False,3,2,64,64,relu,relu,True,25,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,3.5002238750457764,2.446592330932617,2.50068736076355,0.9479900002479552,0.680777907371521,0.6262062788009644,False,6,1,64,64,relu,relu,True,0,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,3.006891965866089,3.015315532684326,3.740295886993408,0.9162036180496216,0.8682889938354492,0.9883501529693604,False,6,1,64,64,relu,relu,True,0,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,2.7955069541931152,3.704669952392578,2.730882406234741,0.88398677110672,1.0548099279403689,0.7860187888145447,False,6,1,64,64,relu,relu,True,0,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,2.0101311206817627,4.404541015625,4.715234756469727,0.6371137499809265,1.1022521257400513,1.1053227186203003,False,6,1,64,64,relu,relu,True,0,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,7.276957988739014,10.676963806152344,7.920594215393066,2.081026792526245,2.5748627185821533,2.208882093429565,False,6,1,64,64,relu,relu,True,25,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,5.608152389526367,12.278592109680176,13.424915313720703,1.71076238155365,2.627436399459839,2.7781178951263428,False,6,1,64,64,relu,relu,True,25,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,2.8405139446258545,13.58017921447754,14.44521427154541,0.9595200419425964,2.7409043312072754,2.5723702907562256,False,6,1,64,64,relu,relu,True,25,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
2020-21,GK,3.80826473236084,12.5438232421875,16.851041793823242,1.2618985176086426,2.6860239505767822,3.104228973388672,False,6,1,64,64,relu,relu,True,25,adam,0.01,mse,['mae'],0.001,True,1e-05,20,True
