season,position,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,verbose,window_size,kernel_size,num_filters,num_dense,conv_activation,dense_activation,drop_low_playtime,low_playtime_cutoff,optimizer,learning_rate,loss,metrics,regularization,early_stopping,tolerance,patience,standardize
2020-21,GK,6.792173385620117,10.166601181030273,9.713751792907715,1.7585724592208862,2.266575336456299,2.2541356086730957,False,3,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,7.7381591796875,6.860876560211182,10.863114356994629,2.034682512283325,1.9382274150848389,2.2901482582092285,False,3,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,7.359912395477295,8.057904243469238,9.284358978271484,2.0353283882141113,2.1167235374450684,2.3378379344940186,False,3,1,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,6.838441848754883,8.57749080657959,10.363950729370117,1.9463061094284058,2.198612689971924,2.3458995819091797,False,3,1,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,7.698561191558838,8.630088806152344,7.7598161697387695,2.2113351821899414,2.329739809036255,2.1125948429107666,False,3,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,7.323943138122559,8.834341049194336,8.468284606933594,2.0796186923980713,2.3728065490722656,2.251460075378418,False,3,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,7.392612934112549,8.568096160888672,8.586705207824707,2.021677255630493,2.148320198059082,2.2695181369781494,False,3,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,7.702892303466797,7.878506660461426,7.592144966125488,2.1147093772888184,2.1144421100616455,2.0614686012268066,False,3,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,7.476064682006836,8.665998458862305,8.769474029541016,2.047304630279541,2.230300188064575,2.2603023052215576,False,3,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,6.8889055252075195,8.06640625,10.007960319519043,1.9616810083389282,2.124234676361084,2.468966007232666,False,3,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,7.6327290534973145,7.771751403808594,9.522722244262695,1.9409352540969849,2.1360726356506348,2.300114154815674,False,3,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,6.470428466796875,9.128375053405762,10.432570457458496,1.8632246255874634,2.3690185546875,2.5864386558532715,False,3,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,6.974707126617432,9.307962417602539,9.162714958190918,1.9576971530914307,2.358137607574463,2.2011919021606445,False,3,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,8.23807430267334,7.008650779724121,8.40185546875,2.0448052883148193,1.8417834043502808,2.132432222366333,False,3,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,7.9696197509765625,9.28955078125,5.99545955657959,2.0213186740875244,2.305166244506836,1.7139900922775269,False,3,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,8.141122817993164,6.824385166168213,7.916273593902588,2.1889090538024902,2.047064781188965,2.124976873397827,False,3,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,8.144326210021973,9.577847480773926,7.674951076507568,1.9564123153686523,2.1630659103393555,1.9028692245483398,False,6,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,5.3086748123168945,10.518607139587402,10.731420516967773,1.5293532609939575,2.3730483055114746,2.3570027351379395,False,6,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,6.714032173156738,8.221124649047852,11.369778633117676,2.0189592838287354,2.230020046234131,2.4810070991516113,False,6,1,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,4.310624599456787,10.930214881896973,13.485837936401367,1.325668454170227,2.3096413612365723,2.642787456512451,False,6,1,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,8.346428871154785,6.958678722381592,8.092695236206055,2.1790027618408203,1.9672086238861084,2.2143797874450684,False,6,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,7.060030460357666,8.481422424316406,11.200621604919434,2.0556657314300537,2.262343645095825,2.5657708644866943,False,6,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,8.151582717895508,6.885467529296875,10.332759857177734,1.9681284427642822,1.7551517486572266,2.319336414337158,False,6,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,6.0429863929748535,9.795143127441406,12.381721496582031,1.7055716514587402,2.0331432819366455,2.6319804191589355,False,6,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,8.73087215423584,7.6280107498168945,9.339871406555176,2.053337574005127,1.8444242477416992,1.9929786920547485,False,6,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
2020-21,GK,3.419790506362915,9.924735069274902,15.455047607421875,1.122228980064392,2.1781816482543945,2.905040979385376,False,6,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
