season,position,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,verbose,kernel_size,num_filters,conv_activation,dense_activation,learning_rate,loss,metrics,regularization,standardize
2020-21,GK,9.234562873840332,10.801972389221191,9.486852645874023,2.561082601547241,2.90147066116333,2.4592061042785645,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,5.106597423553467,4.316497325897217,7.372997760772705,1.482652187347412,1.3930383920669556,1.7832175493240356,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,6.144716262817383,3.460643768310547,4.812366485595703,1.636520504951477,1.3418030738830566,1.5079387426376343,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,4.5867743492126465,6.726609706878662,5.0634918212890625,1.3733564615249634,1.667068600654602,1.401168704032898,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,5.174368858337402,5.4124555587768555,5.049801826477051,1.5588749647140503,1.5940678119659424,1.514037847518921,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,8.690773963928223,8.901543617248535,10.978789329528809,2.344451665878296,2.462307929992676,2.4529173374176025,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,9.078919410705566,8.705267906188965,10.176337242126465,2.346317768096924,2.4690849781036377,2.4931154251098633,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,9.654581069946289,9.267892837524414,7.384753227233887,2.4308316707611084,2.5677242279052734,2.3345465660095215,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,9.668998718261719,9.524211883544922,7.234874248504639,2.5454976558685303,2.3933229446411133,2.3830482959747314,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,5.7045183181762695,3.9173288345336914,5.396322727203369,1.7236297130584717,1.5073556900024414,1.6972719430923462,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,4.277665138244629,6.714017391204834,5.985498905181885,1.3102270364761353,1.5705426931381226,1.550753116607666,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,5.565695762634277,3.5699350833892822,6.262502193450928,1.629608154296875,1.359621286392212,1.7083740234375,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,4.822127342224121,5.831393241882324,5.8286519050598145,1.41624915599823,1.5838819742202759,1.5569369792938232,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,9.099308967590332,9.722204208374023,8.59245491027832,2.489420175552368,2.599367380142212,2.3928205966949463,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,8.504571914672852,8.886387825012207,11.86501693725586,2.25398325920105,2.400207281112671,2.590517044067383,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,9.685622215270996,7.662476539611816,9.8699951171875,2.482743978500366,2.25637149810791,2.745596408843994,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,9.474380493164062,9.221399307250977,8.395373344421387,2.480161666870117,2.585076093673706,2.3387181758880615,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,5.0418524742126465,5.796415328979492,4.885565280914307,1.472028136253357,1.5948798656463623,1.512756109237671,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,4.979815483093262,5.4962873458862305,5.964925765991211,1.4668147563934326,1.4940710067749023,1.62294340133667,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,4.596590518951416,5.963832378387451,5.746635913848877,1.4297791719436646,1.6143078804016113,1.56223464012146,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,4.830301761627197,4.7803425788879395,7.194240093231201,1.423701524734497,1.415094256401062,1.6981462240219116,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,9.305139541625977,8.958187103271484,9.294679641723633,2.343726634979248,2.5859272480010986,2.6059389114379883,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,9.008515357971191,9.670698165893555,9.085721969604492,2.4890389442443848,2.5665643215179443,2.600192070007324,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,9.19399642944336,7.786312103271484,11.119245529174805,2.322282075881958,2.3422460556030273,2.591423988342285,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,GK,8.572970390319824,10.061654090881348,9.85912799835205,2.309871196746826,2.324754476547241,2.598893880844116,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.382200717926025,6.747743606567383,6.7064924240112305,1.557126522064209,1.6996612548828125,1.7240749597549438,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.679266452789307,6.646435737609863,5.280769348144531,1.6247390508651733,1.7090836763381958,1.5980172157287598,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.021495342254639,7.125926494598389,3.9361464977264404,1.6687037944793701,1.7645796537399292,1.454013705253601,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.869570732116699,6.041193008422852,5.9920477867126465,1.6141607761383057,1.6114997863769531,1.607163667678833,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,9.432419776916504,7.155585765838623,9.731755256652832,2.4195334911346436,2.1926887035369873,2.513836622238159,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.507164001464844,9.581225395202637,8.833903312683105,2.275209903717041,2.417015790939331,2.2771055698394775,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.876876831054688,8.657417297363281,9.036924362182617,2.2911951541900635,2.2456164360046387,2.289421796798706,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,9.144515037536621,8.766985893249512,8.032011985778809,2.343980550765991,2.3625895977020264,2.2827279567718506,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.135624885559082,6.145667552947998,4.997910976409912,1.7114030122756958,1.6929584741592407,1.54686439037323,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.569761276245117,6.852488040924072,5.941373348236084,1.5480681657791138,1.694319725036621,1.5993421077728271,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.156610488891602,5.885462284088135,5.322788238525391,1.6573655605316162,1.6241854429244995,1.5957448482513428,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.5163655281066895,6.856525897979736,5.937926292419434,1.6128685474395752,1.7110241651535034,1.6544439792633057,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.935428619384766,9.495141983032227,8.547048568725586,2.547731637954712,2.5897274017333984,2.500617027282715,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.903417587280273,8.604157447814941,9.042807579040527,2.3408727645874023,2.247472047805786,2.3748292922973633,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.86894702911377,8.722976684570312,8.93713665008545,2.377020835876465,2.3762452602386475,2.3741137981414795,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.904703140258789,9.638479232788086,7.18647575378418,2.3549513816833496,2.449512243270874,2.1861953735351562,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.695106506347656,5.894141674041748,7.05997371673584,1.53998601436615,1.563109278678894,1.7092519998550415,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.717706203460693,6.363306999206543,5.9276018142700195,1.6234712600708008,1.6654266119003296,1.6232603788375854,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.836316108703613,6.936167240142822,4.618710517883301,1.639182209968567,1.7534193992614746,1.503422737121582,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.725584030151367,6.302214622497559,6.263374328613281,1.6540284156799316,1.7053158283233643,1.6751699447631836,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.459933280944824,8.780242919921875,9.818096160888672,2.2963438034057617,2.312640905380249,2.4097843170166016,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,9.085651397705078,8.385674476623535,8.232229232788086,2.3493337631225586,2.3096020221710205,2.2453105449676514,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.42689037322998,9.826066970825195,8.746598243713379,2.195802927017212,2.333155632019043,2.2035484313964844,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.471779823303223,9.426701545715332,8.850301742553711,2.244624376296997,2.3607664108276367,2.285613536834717,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.1650190353393555,5.090766906738281,6.684103488922119,1.6681036949157715,1.5443077087402344,1.716789960861206,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.934317588806152,6.32217264175415,5.680988311767578,1.536972165107727,1.5912426710128784,1.5541077852249146,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.408481121063232,5.375310897827148,4.897355079650879,1.7480112314224243,1.6353442668914795,1.598090410232544,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.282645225524902,5.017016410827637,6.216419219970703,1.7233580350875854,1.620653510093689,1.774239420890808,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.277924537658691,9.427530288696289,9.480721473693848,2.3032851219177246,2.3828446865081787,2.419428825378418,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.794255256652832,8.064537048339844,9.84898853302002,2.3389594554901123,2.2734053134918213,2.3805713653564453,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.741866111755371,8.448333740234375,9.46612548828125,2.2938246726989746,2.2363898754119873,2.3842012882232666,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.898103713989258,9.37276840209961,7.447199821472168,2.2233667373657227,2.289952516555786,2.056562900543213,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.190585136413574,4.886628150939941,6.699161052703857,1.7076054811477661,1.5524400472640991,1.7777498960494995,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.256226539611816,5.520316123962402,5.348091125488281,1.765013575553894,1.7026523351669312,1.6858659982681274,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.759078502655029,6.196566104888916,6.281736373901367,1.6538951396942139,1.7066693305969238,1.7308167219161987,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.590013027191162,7.05580997467041,5.554584503173828,1.5055749416351318,1.7015423774719238,1.5156575441360474,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.557692527770996,9.353408813476562,8.631048202514648,2.326455593109131,2.3730103969573975,2.3041458129882812,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.87186336517334,8.529646873474121,8.734501838684082,2.3408775329589844,2.2853996753692627,2.326057195663452,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,9.029840469360352,8.878191947937012,7.365100383758545,2.3121185302734375,2.279959201812744,2.166476011276245,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,9.023941040039062,8.154139518737793,9.143840789794922,2.240361213684082,2.173715829849243,2.3054630756378174,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.770013332366943,4.582178592681885,5.558360576629639,1.8489501476287842,1.648180365562439,1.759763479232788,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.745351314544678,4.5020976066589355,5.517430305480957,1.8418830633163452,1.5846251249313354,1.7319817543029785,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.033617973327637,6.45387601852417,4.6632466316223145,1.6747347116470337,1.6896257400512695,1.5228631496429443,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.95318078994751,5.75213098526001,6.401684284210205,1.6463719606399536,1.6535310745239258,1.7004777193069458,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.297191619873047,10.211708068847656,8.412775039672852,2.1688244342803955,2.3730483055114746,2.2277731895446777,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.68468952178955,9.205714225769043,8.61851692199707,2.253300905227661,2.267545461654663,2.2069032192230225,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,9.193520545959473,8.030173301696777,8.797834396362305,2.429243326187134,2.2802913188934326,2.339083194732666,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.310880661010742,9.219902038574219,10.354167938232422,2.1198668479919434,2.219219446182251,2.3898119926452637,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.107970714569092,6.414450645446777,4.665577411651611,1.6277469396591187,1.690532922744751,1.478081464767456,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.992936611175537,5.713368892669678,6.338991641998291,1.6211258172988892,1.6144782304763794,1.6494618654251099,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.676788806915283,6.50126838684082,6.421270370483398,1.5513527393341064,1.6586953401565552,1.6410953998565674,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.808126449584961,6.339105606079102,6.0463128089904785,1.5937048196792603,1.6026690006256104,1.624415636062622,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.35900592803955,9.089922904968262,9.896918296813965,2.243515968322754,2.303243637084961,2.3692357540130615,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.773686408996582,9.460373878479004,8.33151912689209,2.1905288696289062,2.215383291244507,2.108233690261841,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,9.091275215148926,8.544134140014648,9.566181182861328,2.548814296722412,2.5261354446411133,2.5975396633148193,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,9.201056480407715,7.765427589416504,9.200873374938965,2.337761402130127,2.277738094329834,2.351329803466797,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.929319858551025,5.404016017913818,7.063920974731445,1.626597285270691,1.596110463142395,1.7428205013275146,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,6.616753101348877,4.700043678283691,5.5638041496276855,1.8042635917663574,1.6093868017196655,1.675458312034607,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.460808753967285,6.52095890045166,7.19303560256958,1.5717397928237915,1.6606686115264893,1.7323979139328003,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,5.5926513671875,5.407778263092041,7.872937202453613,1.5752750635147095,1.5776339769363403,1.8042535781860352,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,9.311647415161133,8.061759948730469,8.282129287719727,2.291222095489502,2.194025754928589,2.2264347076416016,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.198003768920898,10.315201759338379,8.661225318908691,2.2086617946624756,2.4163458347320557,2.2278366088867188,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,8.44185733795166,9.016072273254395,10.09580135345459,2.1751773357391357,2.262277126312256,2.273582935333252,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,DEF,9.239959716796875,8.050162315368652,8.450361251831055,2.3642630577087402,2.2955503463745117,2.3669865131378174,True,3,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,6.014968395233154,6.0874738693237305,4.960970401763916,1.5599884986877441,1.550600528717041,1.5112898349761963,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,5.347015857696533,5.022453784942627,9.098230361938477,1.4868351221084595,1.4471837282180786,1.7799184322357178,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,5.059889316558838,7.735130310058594,6.0451884269714355,1.4820295572280884,1.672430396080017,1.5158655643463135,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,5.513482570648193,5.798984527587891,7.175882816314697,1.5588164329528809,1.5822288990020752,1.6649158000946045,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,8.193509101867676,8.29727840423584,8.075996398925781,1.8892245292663574,1.8402496576309204,1.8601583242416382,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,7.648283958435059,7.992602348327637,10.782187461853027,1.7630078792572021,1.8480052947998047,2.028226852416992,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,8.529308319091797,7.809566020965576,7.5526580810546875,1.935267686843872,1.9107699394226074,1.8392843008041382,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,9.204384803771973,7.653534412384033,5.505385398864746,2.0328402519226074,1.967559814453125,1.6525030136108398,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,5.56305456161499,6.650998592376709,5.741519927978516,1.5480202436447144,1.6601769924163818,1.5153552293777466,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,6.112913608551025,5.545171737670898,5.307733058929443,1.5757038593292236,1.5358753204345703,1.5373448133468628,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,6.357613563537598,4.0720391273498535,6.723959922790527,1.6291694641113281,1.4361099004745483,1.6821119785308838,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,5.438973426818848,6.049438953399658,7.222763538360596,1.4962056875228882,1.5403900146484375,1.6892482042312622,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,8.485240936279297,7.854095458984375,7.75776481628418,1.9553405046463013,1.9010056257247925,1.8225914239883423,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,7.218459129333496,11.132991790771484,7.378007888793945,1.7795087099075317,2.080592393875122,1.7887828350067139,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,8.37646770477295,7.494527816772461,8.984766960144043,1.9887137413024902,1.8926459550857544,2.038163900375366,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,8.545945167541504,7.097164154052734,8.8167085647583,1.876945972442627,1.774102807044983,1.9254610538482666,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,6.012892723083496,6.167544841766357,5.064262390136719,1.524823784828186,1.5613234043121338,1.4207067489624023,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,6.077393054962158,5.9853386878967285,5.108983993530273,1.6068562269210815,1.6588224172592163,1.5962510108947754,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,6.866916179656982,3.656130790710449,5.823223114013672,1.694667100906372,1.4438235759735107,1.5886211395263672,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,5.878053665161133,5.180575847625732,7.348750114440918,1.591001033782959,1.5191892385482788,1.6379787921905518,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,7.996675968170166,9.505406379699707,6.989993095397949,1.9231200218200684,2.035693645477295,1.7071094512939453,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,8.450817108154297,7.577060222625732,8.709175109863281,1.9386019706726074,1.8356239795684814,1.9024113416671753,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,7.8693084716796875,9.261175155639648,7.927599906921387,1.9767210483551025,2.0340216159820557,1.9547966718673706,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,8.050702095031738,9.323873519897461,7.091541767120361,1.8889756202697754,1.9203362464904785,1.8098814487457275,True,1,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,5.187986850738525,5.428511142730713,9.57568359375,1.4515568017959595,1.4599353075027466,1.810739278793335,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,6.0962233543396,5.615997791290283,5.699798583984375,1.6291077136993408,1.5788213014602661,1.5931785106658936,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,5.154086112976074,6.072697162628174,8.418905258178711,1.439928412437439,1.5499491691589355,1.6983860731124878,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,5.451529502868652,6.86905574798584,5.980506420135498,1.530863881111145,1.634785771369934,1.5826585292816162,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,9.117081642150879,8.169422149658203,5.0442585945129395,1.8799785375595093,1.82321035861969,1.5040556192398071,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,8.195765495300293,7.17549467086792,9.973943710327148,1.9272122383117676,1.8203434944152832,2.036142349243164,True,2,64,relu,relu,0.01,mse,['mae'],0,True
2020-21,MID,9.253753662109375,7.298943996429443,6.295473575592041,2.0928568840026855,1.927375078201294,1.7773505449295044,True,2,64,relu,relu,0.01,mse,['mae'],0,True
