season,position,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,verbose,kernel_size,num_filters,conv_activation,dense_activation,optimizer,learning_rate,loss,metrics,regularization,standardize,num_features,cat_features
2020-21,GK,6.466526508331299,11.51102352142334,11.046154975891113,1.862958550453186,2.6504483222961426,2.534463882446289,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,GK,6.921720504760742,12.304083824157715,9.706110954284668,2.0217907428741455,2.7975380420684814,2.547203302383423,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,GK,3.753519058227539,10.720658302307129,11.900012969970703,1.1849510669708252,2.378019094467163,2.681279420852661,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,GK,1.6625994443893433,20.841480255126953,18.169384002685547,0.4219430983066559,3.630415439605713,3.4565505981445312,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,GK,2.553774833679199,2.8476736545562744,5.589702606201172,0.7997493743896484,0.7876179814338684,1.3442310094833374,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,GK,2.564131498336792,3.185976266860962,3.9396162033081055,0.7496582865715027,0.6699803471565247,0.9095550179481506,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,GK,1.1608511209487915,6.4946465492248535,5.0372772216796875,0.36606037616729736,1.4104042053222656,0.9778101444244385,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,GK,1.0099101066589355,5.364026069641113,5.610066890716553,0.3582391142845154,1.0961482524871826,1.089189052581787,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,GK,6.594442367553711,10.33437442779541,12.824739456176758,1.9690996408462524,2.467658758163452,2.7325267791748047,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,GK,4.8361358642578125,12.883417129516602,13.814581871032715,1.4853489398956299,2.752052068710327,2.7776811122894287,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,GK,3.358663558959961,16.765949249267578,13.872312545776367,1.1522400379180908,2.9556760787963867,2.9063053131103516,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,GK,1.432891845703125,16.499238967895508,11.077827453613281,0.20785607397556305,2.9722132682800293,2.543813943862915,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,GK,2.9892120361328125,2.3797457218170166,4.175879955291748,0.8793138265609741,0.6363086700439453,1.1392940282821655,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,GK,1.8967353105545044,5.268475532531738,5.34983491897583,0.5448028445243835,1.0437555313110352,1.113229751586914,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,GK,1.421141505241394,4.116899013519287,6.028008937835693,0.43471288681030273,0.842133641242981,1.277765154838562,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,GK,0.9163225889205933,6.250035762786865,5.466161727905273,0.18131448328495026,1.1244150400161743,1.0391263961791992,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,GK,6.92057466506958,10.266305923461914,12.580763816833496,2.026919364929199,2.5695059299468994,2.933835029602051,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,GK,4.104041576385498,12.298575401306152,14.242074012756348,1.270909070968628,2.6532397270202637,2.839162826538086,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,GK,2.3404033184051514,13.382823944091797,11.79592227935791,0.6261743903160095,2.6791393756866455,2.3622496128082275,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,GK,1.6178795099258423,12.921431541442871,15.418024063110352,0.2942371666431427,2.6213345527648926,3.0143861770629883,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,GK,2.4450855255126953,4.419374465942383,3.4192988872528076,0.6108277440071106,1.0687227249145508,0.7710332274436951,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,GK,1.965704321861267,5.6881632804870605,5.170528411865234,0.6077781915664673,1.054445743560791,1.1296273469924927,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,GK,1.0587654113769531,5.9266486167907715,6.155562877655029,0.2758933901786804,1.093088150024414,1.1524217128753662,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,GK,0.8752543330192566,5.040492057800293,6.109132766723633,0.22850088775157928,1.0455992221832275,1.2032172679901123,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,GK,7.414031982421875,12.273085594177246,13.0839262008667,1.9755040407180786,2.9303054809570312,2.9193551540374756,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,GK,4.638260841369629,11.760210037231445,15.397815704345703,1.3991032838821411,2.4900805950164795,2.889521837234497,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,GK,2.343921661376953,11.96462345123291,17.834400177001953,0.7043732404708862,2.5114548206329346,3.1912903785705566,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,GK,1.3977004289627075,15.7589111328125,15.943817138671875,0.2572516202926636,2.985912561416626,2.764352798461914,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,DEF,4.1961822509765625,5.331350326538086,5.332874774932861,1.1878533363342285,1.380051851272583,1.415452241897583,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,DEF,4.249249458312988,5.477432727813721,4.170095443725586,1.169945478439331,1.3857744932174683,1.167167067527771,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,DEF,4.146724224090576,6.113358497619629,3.3312690258026123,1.138015627861023,1.3839820623397827,0.8456576466560364,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,DEF,3.91487717628479,5.527589321136475,5.233208656311035,1.0835955142974854,1.31935453414917,1.2651017904281616,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,DEF,8.719863891601562,6.633822917938232,8.754121780395508,2.267642021179199,2.0467286109924316,2.2648298740386963,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,DEF,7.310105323791504,9.507458686828613,8.703157424926758,1.9517276287078857,2.2454049587249756,2.1542017459869385,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,DEF,7.464245796203613,8.74320125579834,9.366825103759766,2.0963056087493896,2.2046115398406982,2.3540961742401123,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,DEF,6.411884784698486,10.1547269821167,8.526001930236816,1.6783314943313599,2.188290596008301,2.0489816665649414,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,DEF,4.816580295562744,4.894981384277344,3.968768358230591,1.3625088930130005,1.4224880933761597,1.3001909255981445,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,DEF,4.13985013961792,5.477003574371338,4.6268134117126465,1.1162588596343994,1.4382376670837402,1.2901790142059326,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,DEF,4.273550987243652,5.19389009475708,4.656177520751953,1.152870774269104,1.2618685960769653,1.1939059495925903,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,DEF,3.3428544998168945,6.810739517211914,6.034934997558594,0.9320158362388611,1.3424394130706787,1.236222743988037,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,DEF,8.043582916259766,8.79636001586914,7.775750160217285,2.256558656692505,2.303536891937256,2.2053558826446533,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,DEF,7.565804481506348,8.606475830078125,9.092866897583008,2.102161407470703,2.266322135925293,2.332240581512451,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,DEF,6.794722557067871,9.083318710327148,9.636180877685547,1.8451054096221924,2.173861026763916,2.215679407119751,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,DEF,5.601071357727051,10.939557075500488,8.902430534362793,1.5689796209335327,2.289278745651245,2.162606716156006,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,DEF,4.342836380004883,4.399823188781738,5.7026214599609375,1.1505730152130127,1.141358733177185,1.4951056241989136,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,DEF,3.517341375350952,6.126317024230957,5.390907287597656,1.0261237621307373,1.3631097078323364,1.343977451324463,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,DEF,2.809175729751587,7.6623854637146,4.519657611846924,0.8468075394630432,1.6672286987304688,1.0291199684143066,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,DEF,2.42576265335083,8.380888938903809,8.349236488342285,0.7154543995857239,1.617815613746643,1.4472154378890991,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,DEF,7.703219413757324,7.99269962310791,9.292362213134766,2.1840274333953857,2.1947100162506104,2.3498260974884033,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,DEF,6.3270392417907715,10.294574737548828,9.740864753723145,1.8411757946014404,2.4253313541412354,2.311628580093384,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,DEF,4.2493157386779785,13.063369750976562,11.448479652404785,1.3533434867858887,2.633328676223755,2.4087636470794678,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,DEF,2.8992419242858887,14.206023216247559,13.264806747436523,0.8291479349136353,2.7541332244873047,2.5981249809265137,False,1,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,DEF,4.702774524688721,3.9509506225585938,5.17731237411499,1.2386000156402588,1.1365492343902588,1.2699248790740967,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,DEF,3.9877824783325195,5.39318323135376,4.767879962921143,1.0480972528457642,1.2748098373413086,1.2839709520339966,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,DEF,2.8509695529937744,6.38536262512207,6.059421062469482,0.9025189280509949,1.4476045370101929,1.3791910409927368,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,DEF,2.204430341720581,6.092679023742676,8.341523170471191,0.6359009146690369,1.2482670545578003,1.6952632665634155,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,DEF,7.196102619171143,9.159393310546875,8.993470191955566,2.0599451065063477,2.298393726348877,2.319215774536133,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,DEF,5.600886344909668,10.023882865905762,10.526810646057129,1.6272876262664795,2.297990560531616,2.42852520942688,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,DEF,3.5040323734283447,12.036491394042969,13.20520305633545,1.099714756011963,2.5005908012390137,2.5705888271331787,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
2020-21,DEF,2.756906747817993,13.906054496765137,11.773362159729004,0.8188816905021667,2.600679874420166,2.3865408897399902,False,2,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['minutes', 'goals_scored', 'assists', 'goals_conceded', 'clean_sheets', 'bps', 'yellow_cards', 'red_cards', 'own_goals', 'saves', 'penalties_missed', 'penalties_saved', 'ict_index', 'total_points']",[]
2020-21,DEF,4.637790679931641,4.2322845458984375,5.178924560546875,1.274267315864563,1.173240065574646,1.4330363273620605,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,['total_points'],[]
2020-21,DEF,3.8732707500457764,5.1423821449279785,5.188052177429199,1.1460100412368774,1.2654812335968018,1.3203643560409546,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists']",[]
2020-21,DEF,2.411808490753174,7.441047191619873,6.821961402893066,0.7373433113098145,1.4740625619888306,1.4646084308624268,False,3,64,relu,relu,adam,0.01,mse,['mae'],0.001,True,"['total_points', 'minutes', 'goals_scored', 'assists', 'goals_conceded', 'yellow_cards']",[]
