season,position,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,verbose,window_size,kernel_size,num_filters,num_dense,conv_activation,dense_activation,drop_low_playtime,low_playtime_cutoff,optimizer,learning_rate,loss,metrics,regularization,early_stopping,tolerance,patience,standardize
"['2020-21', '2021-22']",GK,6.23552942276001,9.140768051147461,7.782792091369629,1.7813351154327393,2.2130792140960693,2.0679755210876465,False,6,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.156947612762451,10.801778793334961,9.417464256286621,1.4825561046600342,2.5023746490478516,2.2044007778167725,False,6,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.334233283996582,9.446534156799316,9.161028861999512,1.6570868492126465,2.141986846923828,2.043456554412842,False,6,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.709396839141846,8.111324310302734,9.509554862976074,1.6940577030181885,1.8975547552108765,2.250858783721924,False,6,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.956998348236084,8.218389511108398,8.790568351745605,2.0884084701538086,2.2346489429473877,2.3875579833984375,False,6,1,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.482165813446045,9.567179679870605,10.10770034790039,1.6871901750564575,2.244946241378784,2.2465083599090576,False,6,1,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.825030326843262,10.554397583007812,9.259897232055664,1.4370824098587036,2.308290719985962,1.956291913986206,False,6,1,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.107034683227539,9.375223159790039,9.195569038391113,1.5494284629821777,2.1655969619750977,1.9637664556503296,False,6,1,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,7.285908222198486,7.538322925567627,6.953634262084961,2.1296887397766113,2.0773627758026123,2.138881206512451,False,6,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,7.167966365814209,7.787011623382568,6.8039398193359375,2.0665464401245117,2.157931089401245,2.0062663555145264,False,6,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.896329402923584,8.554832458496094,8.65024471282959,1.7585960626602173,2.121047258377075,2.127058982849121,False,6,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.25931453704834,8.354730606079102,8.567045211791992,1.8518052101135254,2.1454451084136963,2.119262456893921,False,6,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,7.4521894454956055,7.195769309997559,6.787696838378906,2.093548059463501,2.032489061355591,1.8314412832260132,False,6,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.576260089874268,9.375368118286133,8.046245574951172,1.6368446350097656,2.0843851566314697,2.029754638671875,False,6,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.908153057098389,8.613709449768066,7.963567733764648,1.740822434425354,2.0383174419403076,1.9772722721099854,False,6,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.575827121734619,9.441414833068848,9.979061126708984,1.588175654411316,2.2797913551330566,2.2279598712921143,False,6,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,7.553080081939697,7.463403701782227,5.855583667755127,2.035172462463379,1.97373366355896,1.7981840372085571,False,6,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.841570854187012,9.254339218139648,8.427555084228516,1.5145199298858643,2.202791929244995,1.934386134147644,False,6,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.053398132324219,9.164731979370117,10.110039710998535,1.518242359161377,2.0553462505340576,2.22322940826416,False,6,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.519712924957275,10.751115798950195,9.76497745513916,1.3483654260635376,2.176236391067505,2.0355582237243652,False,6,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.47402286529541,8.992599487304688,6.870021820068359,1.8991477489471436,2.2945432662963867,1.7850604057312012,False,6,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.743480682373047,9.332991600036621,11.13318920135498,1.383190631866455,2.119783639907837,2.376265525817871,False,6,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.2809906005859375,11.888525009155273,8.33923625946045,1.3718867301940918,2.5189220905303955,1.8938382863998413,False,6,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.913475036621094,9.38664722442627,10.669397354125977,1.5053305625915527,1.959134578704834,2.145890235900879,False,6,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,7.1107378005981445,8.234089851379395,6.853107929229736,1.8460947275161743,2.092003107070923,1.8557895421981812,False,6,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.250211238861084,7.193726539611816,8.243096351623535,1.819991946220398,1.9384620189666748,2.156519889831543,False,6,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.3548383712768555,10.222306251525879,11.487619400024414,1.3492586612701416,2.180471658706665,2.457228899002075,False,6,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.376996040344238,10.166352272033691,6.295178413391113,1.8542861938476562,2.4236462116241455,1.8399161100387573,False,6,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,7.676208972930908,7.925414085388184,6.195267677307129,2.2876274585723877,2.2291009426116943,1.8498268127441406,False,6,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.6124467849731445,9.18277645111084,8.844161033630371,1.6135542392730713,2.1115732192993164,2.1315255165100098,False,6,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.190300941467285,9.928439140319824,8.922215461730957,1.6752715110778809,2.2172107696533203,2.1607420444488525,False,6,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.405982494354248,9.005534172058105,8.866204261779785,1.6193346977233887,2.0251331329345703,2.0568554401397705,False,6,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.525275230407715,8.330390930175781,8.088335990905762,1.9135490655899048,2.252331018447876,2.1465072631835938,False,6,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.7088942527771,9.74236011505127,9.278800010681152,1.550840139389038,2.217163562774658,2.2129945755004883,False,6,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,3.7212471961975098,10.816340446472168,11.983333587646484,1.2568702697753906,2.1938397884368896,2.54862117767334,False,6,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.091828346252441,9.847869873046875,11.960787773132324,1.5495045185089111,2.264150619506836,2.5088765621185303,False,6,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.628901958465576,8.272890090942383,8.955714225769043,2.040963888168335,2.2692480087280273,2.437101364135742,False,6,3,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.041758060455322,10.248069763183594,9.520161628723145,1.5754317045211792,2.2960989475250244,2.2382805347442627,False,6,3,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,3.9440622329711914,10.061579704284668,10.694616317749023,1.2093429565429688,2.166459560394287,2.249915599822998,False,6,3,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.606225490570068,9.945907592773438,8.981837272644043,1.6396806240081787,2.2491440773010254,2.126354694366455,False,6,3,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.674309730529785,8.174358367919922,7.755836486816406,1.8629716634750366,2.0414772033691406,2.091224193572998,False,6,3,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.153518199920654,9.552665710449219,9.540948867797852,1.6224886178970337,2.235450029373169,2.2863731384277344,False,6,3,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.69324254989624,10.42531681060791,8.097965240478516,1.3730090856552124,2.246309995651245,1.8979908227920532,False,6,3,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.9223833084106445,9.678153991699219,9.394243240356445,1.7485302686691284,2.3172736167907715,2.3102362155914307,False,6,3,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,7.1751813888549805,7.669452667236328,6.517379283905029,2.0758097171783447,2.060704231262207,1.9063054323196411,False,6,3,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.163141250610352,10.291816711425781,9.176318168640137,1.6439048051834106,2.2680203914642334,2.0871126651763916,False,6,3,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.13770055770874,9.240480422973633,9.477328300476074,1.6079758405685425,2.242969036102295,2.1524806022644043,False,6,3,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.579517841339111,9.719524383544922,9.21654987335205,1.598158359527588,2.0778980255126953,1.9394749402999878,False,6,3,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.835296630859375,8.03269100189209,8.213616371154785,1.8573198318481445,2.018007278442383,2.0875494480133057,False,9,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,3.8059771060943604,10.117344856262207,11.65237808227539,1.2407348155975342,2.2115063667297363,2.35294508934021,False,9,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,3.5878729820251465,10.813944816589355,13.241186141967773,1.1573681831359863,2.1581127643585205,2.6339945793151855,False,9,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.18735408782959,10.522523880004883,10.740510940551758,1.474920392036438,2.2309916019439697,2.260760545730591,False,9,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.540449142456055,9.836670875549316,7.03121280670166,1.9092001914978027,2.389414072036743,1.8661143779754639,False,9,1,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.8107709884643555,10.191838264465332,10.930888175964355,1.4332982301712036,2.1442556381225586,2.4227237701416016,False,9,1,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,3.2311530113220215,12.332736015319824,12.424003601074219,1.0648117065429688,2.4951515197753906,2.3928539752960205,False,9,1,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.0676350593566895,12.88232707977295,11.652324676513672,1.247029423713684,2.6497693061828613,2.4473202228546143,False,9,1,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.6207194328308105,8.497069358825684,7.220172882080078,1.8444501161575317,2.2393717765808105,1.8143491744995117,False,9,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.74234676361084,8.838920593261719,9.524871826171875,1.7358849048614502,2.1545772552490234,2.3905820846557617,False,9,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.283963680267334,12.337068557739258,12.582586288452148,1.3343647718429565,2.4587621688842773,2.488210439682007,False,9,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.441148281097412,7.502915859222412,9.771238327026367,1.7178562879562378,1.8931320905685425,2.1989357471466064,False,9,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.910789966583252,7.495294570922852,7.794887542724609,1.8831549882888794,1.8345977067947388,2.083587646484375,False,9,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.515510082244873,9.368561744689941,9.709413528442383,1.6364442110061646,2.1772708892822266,2.2234435081481934,False,9,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.703506946563721,10.274248123168945,11.20153522491455,1.4055622816085815,2.2475054264068604,2.398344039916992,False,9,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.605424404144287,9.170726776123047,8.246986389160156,1.946510672569275,2.370958089828491,2.1542470455169678,False,9,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.702991485595703,6.9416890144348145,8.68584156036377,1.9005119800567627,1.8307996988296509,2.18630051612854,False,9,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.461657524108887,10.525341987609863,8.919944763183594,1.4041177034378052,2.260913610458374,1.9290586709976196,False,9,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,3.1960513591766357,12.2925386428833,9.820637702941895,1.1106961965560913,2.445133686065674,1.9440006017684937,False,9,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.154829025268555,12.126017570495605,8.904895782470703,1.2340713739395142,2.470940113067627,1.9563285112380981,False,9,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.392183780670166,8.558849334716797,7.766369819641113,1.895455241203308,2.1715433597564697,2.0998904705047607,False,9,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,3.981710910797119,12.51612663269043,11.14765739440918,1.2054754495620728,2.455615282058716,2.123289108276367,False,9,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.228668212890625,9.33715534210205,10.19331169128418,1.368395447731018,2.009248971939087,2.2679250240325928,False,9,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.831237316131592,12.203505516052246,10.314811706542969,1.3863136768341064,2.464700937271118,2.12371826171875,False,9,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,7.1946001052856445,6.858398914337158,8.50581169128418,2.0576019287109375,1.99388587474823,2.2580060958862305,False,9,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.2791829109191895,12.456294059753418,9.05208969116211,1.3860633373260498,2.6672236919403076,2.128810405731201,False,9,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.502037048339844,9.378173828125,11.2244234085083,1.394177794456482,2.1204051971435547,2.4818248748779297,False,9,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.918351173400879,8.89006233215332,11.25898551940918,1.4763377904891968,1.9976260662078857,2.276228189468384,False,9,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.231442928314209,8.178801536560059,8.989303588867188,1.8156276941299438,2.169353485107422,2.2997968196868896,False,9,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.937174320220947,12.044288635253906,14.948263168334961,1.684433102607727,2.5063304901123047,2.9037070274353027,False,9,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,3.7183945178985596,10.48342227935791,12.596513748168945,1.2138562202453613,2.1398911476135254,2.6418585777282715,False,9,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,4.434446811676025,13.335503578186035,12.10917854309082,1.3263779878616333,2.618662118911743,2.466370105743408,False,9,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,6.467189788818359,7.386845588684082,8.204806327819824,1.8429657220840454,1.9513825178146362,2.070413589477539,False,9,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,3.3831546306610107,9.661819458007812,10.204633712768555,1.1416659355163574,2.017021656036377,2.173225164413452,False,9,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,3.8769359588623047,11.81394100189209,12.666274070739746,1.2798669338226318,2.4295742511749268,2.558171510696411,False,9,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
"['2020-21', '2021-22']",GK,5.279462814331055,9.293115615844727,7.973525047302246,1.5733317136764526,2.272759199142456,1.9814497232437134,False,9,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True
