season,position,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,verbose,window_size,kernel_size,num_filters,num_dense,conv_activation,dense_activation,drop_low_playtime,low_playtime_cutoff,optimizer,learning_rate,loss,metrics,regularization,early_stopping,tolerance,patience,standardize,amt_num_features
"['2020-21', '2021-22']",GK,2.6291916370391846,2.6623010635375977,3.6994576454162598,0.6959303021430969,0.6821699142456055,0.9056523442268372,False,6,4,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,6.9808502197265625,8.084866523742676,7.016639232635498,1.9392197132110596,2.1818504333496094,1.9730498790740967,False,6,4,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,3.0884201526641846,2.409118890762329,2.4916021823883057,0.8001436591148376,0.6678020358085632,0.7619250416755676,False,9,1,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,7.041579246520996,7.44177770614624,7.928117752075195,2.039017677307129,2.0273075103759766,2.2024152278900146,False,9,1,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,3.0813872814178467,1.8952581882476807,2.9160618782043457,0.8639326095581055,0.5509451031684875,0.7857824563980103,False,9,2,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,6.6265974044799805,7.062073707580566,9.25981330871582,1.8479015827178955,1.9445561170578003,2.29306960105896,False,9,2,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,3.4351115226745605,1.3032125234603882,2.849221706390381,0.9505048394203186,0.3942318260669708,0.7954440116882324,False,9,3,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,7.107827186584473,7.68884801864624,7.253157615661621,1.9767616987228394,2.2463104724884033,1.9886835813522339,False,9,3,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,2.7062225341796875,1.8687385320663452,4.46788215637207,0.7921552062034607,0.5732502341270447,1.1534175872802734,False,9,4,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,7.3380351066589355,8.264301300048828,6.981285095214844,2.066692352294922,2.1802573204040527,1.9169845581054688,False,9,4,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,4.786867141723633,4.66566276550293,5.261913776397705,1.3398492336273193,1.315300464630127,1.4432059526443481,False,3,1,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,7.240902423858643,7.37883186340332,7.443584442138672,1.8699034452438354,1.9348613023757935,1.8394591808319092,False,3,1,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,4.587086200714111,5.218433856964111,5.337632656097412,1.1912238597869873,1.2732841968536377,1.3540343046188354,False,3,2,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,7.275030612945557,7.707964897155762,6.927569389343262,1.9800657033920288,2.072861433029175,1.9636136293411255,False,3,2,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,5.27401065826416,4.1334710121154785,4.327969551086426,1.4235235452651978,1.2328307628631592,1.283486008644104,False,6,1,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,7.506584167480469,7.024352073669434,6.431144714355469,1.940765380859375,1.863754153251648,1.8562036752700806,False,6,1,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,5.198654651641846,3.936277151107788,4.89101505279541,1.3778657913208008,1.1606043577194214,1.3387314081192017,False,6,2,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,7.235853672027588,6.963667869567871,7.964926719665527,1.9622431993484497,1.899025559425354,2.0958752632141113,False,6,2,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,4.747745513916016,4.907511234283447,4.763329982757568,1.3238699436187744,1.3604726791381836,1.3391133546829224,False,6,3,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,7.125014781951904,7.932829856872559,6.7924957275390625,1.923346757888794,2.0026350021362305,1.9057540893554688,False,6,3,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,4.7295122146606445,4.852887153625488,4.73862886428833,1.26690673828125,1.284603238105774,1.3124139308929443,False,6,4,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,7.420223236083984,6.847605228424072,7.3925251960754395,1.9319552183151245,1.8163633346557617,1.96436607837677,False,6,4,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,4.90914249420166,4.906147003173828,4.722562789916992,1.249129056930542,1.2286099195480347,1.1766746044158936,False,9,1,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,7.3838958740234375,7.432519435882568,6.739425182342529,1.8864613771438599,1.9374520778656006,1.8727203607559204,False,9,1,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,4.542807579040527,5.337708473205566,5.2626142501831055,1.2248291969299316,1.3317431211471558,1.2771066427230835,False,9,2,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,7.01206636428833,8.116896629333496,7.273135662078857,1.7753877639770508,1.986628770828247,1.832627534866333,False,9,2,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,5.249409198760986,4.123559474945068,4.897106647491455,1.3379634618759155,1.0544345378875732,1.2474044561386108,False,9,3,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,7.36387825012207,7.257620334625244,7.262984275817871,1.870369791984558,1.8650413751602173,1.7934417724609375,False,9,3,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,4.898773670196533,4.437887191772461,5.434289932250977,1.269536018371582,1.1743537187576294,1.3014655113220215,False,9,4,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,7.350602149963379,6.860419750213623,7.819796562194824,1.9461971521377563,1.88360595703125,2.018604278564453,False,9,4,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,5.005654335021973,3.9338014125823975,3.882394790649414,1.3246990442276,1.1685388088226318,1.1713600158691406,False,3,1,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.05841064453125,6.89903450012207,7.491374969482422,1.6325308084487915,1.6345444917678833,1.7374075651168823,False,3,1,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.5918474197387695,4.245995044708252,4.515116214752197,1.164025068283081,1.1320303678512573,1.2388843297958374,False,3,2,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.651758193969727,6.476769924163818,6.096429824829102,1.7921698093414307,1.6252458095550537,1.6103793382644653,False,3,2,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.369032382965088,4.594873905181885,4.663764953613281,1.1142189502716064,1.1446869373321533,1.2240440845489502,False,6,1,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.691925048828125,5.718048572540283,6.826878547668457,1.7921757698059082,1.508773922920227,1.6709595918655396,False,6,1,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.715411186218262,3.8967530727386475,4.615018844604492,1.2010993957519531,1.1213032007217407,1.2251619100570679,False,6,2,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.198231220245361,7.084710121154785,6.522294044494629,1.726413369178772,1.70101797580719,1.6434096097946167,False,6,2,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,3.8144752979278564,5.7652788162231445,4.841030120849609,1.0090068578720093,1.2749807834625244,1.165471076965332,False,6,3,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.624626159667969,5.852816581726074,6.896953105926514,1.7526509761810303,1.5763789415359497,1.6815177202224731,False,6,3,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.413370132446289,4.740690231323242,4.053104400634766,1.0809311866760254,1.1418381929397583,1.0258889198303223,False,6,4,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.457301139831543,6.817015647888184,6.422270774841309,1.8310264348983765,1.7437498569488525,1.6751699447631836,False,6,4,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.527308940887451,3.9091203212738037,5.16352653503418,1.129319429397583,1.035338282585144,1.2273987531661987,False,9,1,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.568850040435791,6.5891194343566895,5.761964797973633,1.7975695133209229,1.6612731218338013,1.5318992137908936,False,9,1,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.227791786193848,4.782924175262451,4.955826282501221,1.05054771900177,1.1346298456192017,1.1326229572296143,False,9,2,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,6.609959125518799,8.193723678588867,6.484906196594238,1.6002564430236816,1.8020812273025513,1.575366497039795,False,9,2,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.53467321395874,4.363690376281738,4.379941940307617,1.174400806427002,1.1485352516174316,1.155461311340332,False,9,3,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.2028422355651855,6.834100246429443,7.1821064949035645,1.7006577253341675,1.6674680709838867,1.717379093170166,False,9,3,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,3.910564422607422,5.378373622894287,5.076757431030273,1.0411938428878784,1.2547119855880737,1.2421811819076538,False,9,4,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.96612024307251,5.5521063804626465,6.002896308898926,1.864414095878601,1.5339148044586182,1.6087168455123901,False,9,4,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,4.771616458892822,4.16757345199585,7.3813652992248535,1.1360805034637451,0.9610342383384705,1.4611778259277344,False,3,1,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.46561050415039,8.723844528198242,9.148964881896973,1.985351800918579,1.9775209426879883,2.0803568363189697,False,3,1,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,5.228130340576172,3.9198684692382812,5.477218151092529,1.2527897357940674,1.1129108667373657,1.3066377639770508,False,3,2,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.034832954406738,11.169217109680176,6.93803596496582,1.9392101764678955,2.2752370834350586,1.8804974555969238,False,3,2,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,5.320538520812988,3.888878345489502,4.732629776000977,1.2328428030014038,1.111897349357605,1.2246938943862915,False,6,1,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,7.908137321472168,9.653375625610352,9.089235305786133,1.9612058401107788,2.082144021987915,2.0906052589416504,False,6,1,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,5.147157192230225,4.519972801208496,4.428165435791016,1.3430438041687012,1.2123754024505615,1.2880209684371948,False,6,2,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.748512268066406,9.485209465026855,6.726017475128174,1.9773857593536377,2.0854010581970215,1.7493584156036377,False,6,2,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,5.34005880355835,3.686616897583008,5.037660598754883,1.301745891571045,0.9635425209999084,1.2504457235336304,False,6,3,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,9.465921401977539,7.826173782348633,6.006135940551758,2.0805530548095703,1.8824882507324219,1.7233340740203857,False,6,3,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,5.031275272369385,4.573879241943359,4.6462202072143555,1.2241249084472656,1.1908869743347168,1.2029674053192139,False,6,4,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.438873291015625,8.607457160949707,8.845056533813477,1.8966768980026245,1.927208662033081,1.9437235593795776,False,6,4,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,4.797605991363525,5.322418689727783,4.231167793273926,1.1433266401290894,1.1995279788970947,1.0523568391799927,False,9,1,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.343812942504883,8.241969108581543,9.424184799194336,1.8634032011032104,1.8622143268585205,1.9613474607467651,False,9,1,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,4.607298851013184,5.1872687339782715,5.094209671020508,1.169647455215454,1.2322611808776855,1.1599812507629395,False,9,2,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.76806640625,9.204108238220215,6.492092609405518,2.051560401916504,2.093282461166382,1.8163204193115234,False,9,2,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,4.264521598815918,5.794769287109375,5.596421241760254,1.0288723707199097,1.257688283920288,1.195855975151062,False,9,3,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.067215919494629,8.263840675354004,9.7518310546875,1.9037185907363892,1.9319366216659546,2.0821094512939453,False,9,3,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,4.262996196746826,5.735856533050537,5.924004077911377,0.9911729693412781,1.2265069484710693,1.1249232292175293,False,9,4,64,64,relu,relu,False,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.189305305480957,9.498122215270996,7.796504020690918,1.9491087198257446,2.072697877883911,1.895438313484192,False,9,4,64,64,relu,relu,True,15,adam,0.001,mse,['mae'],0.01,True,0.0001,20,True,ptsonly
