season,position,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,verbose,window_size,kernel_size,num_filters,num_dense,conv_activation,dense_activation,drop_low_playtime,low_playtime_cutoff,optimizer,learning_rate,loss,metrics,regularization,early_stopping,tolerance,patience,standardize,amt_num_features
"['2020-21', '2021-22']",DEF,7.1991729736328125,7.59834623336792,6.8599653244018555,1.8526229858398438,1.9561357498168945,1.871506690979004,False,9,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,4.419646739959717,5.3778815269470215,5.355177402496338,1.2211215496063232,1.3303923606872559,1.2675856351852417,False,9,2,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,6.84212064743042,8.237879753112793,7.326663970947266,1.7901755571365356,2.025721788406372,1.868510127067566,False,9,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,5.237708568572998,4.093878269195557,4.944631099700928,1.2795161008834839,0.9932003617286682,1.209377408027649,False,9,3,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,7.1861138343811035,7.186191082000732,7.2831339836120605,1.936240315437317,1.94101083278656,1.8927927017211914,False,9,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,4.7862935066223145,4.440980911254883,5.34630823135376,1.3521109819412231,1.269742727279663,1.3755877017974854,False,9,4,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",DEF,7.233697414398193,6.839815616607666,7.770919322967529,1.870742678642273,1.8233040571212769,1.9408797025680542,False,9,4,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.917191028594971,3.7636373043060303,3.7685415744781494,1.1971657276153564,1.0400402545928955,1.0484744310379028,False,3,1,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,6.994053840637207,6.828922748565674,7.427175998687744,1.6450786590576172,1.653185248374939,1.7532097101211548,False,3,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.565256118774414,4.190921306610107,4.423494815826416,1.1166276931762695,1.0821174383163452,1.1787761449813843,False,3,2,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.686967372894287,6.492949485778809,5.962540149688721,1.6688357591629028,1.526581048965454,1.4759023189544678,False,3,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.350741386413574,4.562547206878662,4.685413837432861,1.1889768838882446,1.2167738676071167,1.3025811910629272,False,6,1,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.678905963897705,5.771090507507324,6.776359558105469,1.8810983896255493,1.6144332885742188,1.7516785860061646,False,6,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.650795936584473,3.85754132270813,4.529977321624756,1.1309304237365723,1.0534940958023071,1.1509555578231812,False,6,2,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.109763145446777,7.057744026184082,6.495194435119629,1.6811646223068237,1.6633801460266113,1.6115065813064575,False,6,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,3.7800209522247314,5.678164005279541,4.800047397613525,1.0193947553634644,1.2897868156433105,1.1794495582580566,False,6,3,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.557973861694336,5.997714519500732,6.89852237701416,1.812827229499817,1.6494688987731934,1.7445183992385864,False,6,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.4115214347839355,4.755345344543457,4.081214427947998,1.2196424007415771,1.2733705043792725,1.1686662435531616,False,6,4,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.320166110992432,6.746250152587891,6.397764682769775,1.830138921737671,1.7461224794387817,1.6774286031723022,False,6,4,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.583558559417725,3.928260326385498,5.209926605224609,1.0510694980621338,0.9682501554489136,1.1445449590682983,False,9,1,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.482973575592041,6.580434799194336,5.809139728546143,1.8420093059539795,1.7112492322921753,1.584591269493103,False,9,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.145063400268555,4.760499954223633,4.911391258239746,1.070645809173584,1.1646322011947632,1.1641209125518799,False,9,2,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,6.607832908630371,8.235268592834473,6.581920146942139,1.7080678939819336,1.9209762811660767,1.708739161491394,False,9,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,4.501555919647217,4.493879795074463,4.548186302185059,1.2019996643066406,1.1924104690551758,1.2095133066177368,False,9,3,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.087697505950928,6.880995273590088,7.097339153289795,1.5958054065704346,1.570890188217163,1.6182011365890503,False,9,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,3.82462215423584,5.440720081329346,5.113697052001953,1.0381280183792114,1.2550456523895264,1.242838740348816,False,9,4,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",MID,7.793942928314209,5.503472805023193,5.951375961303711,1.8026769161224365,1.505302906036377,1.5666660070419312,False,9,4,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,4.642504692077637,4.128625392913818,7.022170066833496,1.2558060884475708,1.096487045288086,1.5586419105529785,False,3,1,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.346366882324219,8.59878158569336,9.211328506469727,2.0523715019226074,2.0461037158966064,2.1636903285980225,False,3,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,5.10892391204834,3.9238264560699463,5.386478424072266,1.334399700164795,1.215847373008728,1.3993709087371826,False,3,2,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,7.842334747314453,11.037833213806152,6.7650628089904785,2.0242533683776855,2.3590810298919678,1.9396642446517944,False,3,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,5.154914855957031,4.003559112548828,4.821588516235352,1.2187968492507935,1.1350634098052979,1.2615246772766113,False,6,1,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,7.680846214294434,9.672792434692383,9.273418426513672,1.896496295928955,2.0507490634918213,2.0737783908843994,False,6,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,5.035894870758057,4.375641345977783,4.357204437255859,1.2070256471633911,1.0534167289733887,1.146425724029541,False,6,2,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.708696365356445,9.630332946777344,6.658771991729736,1.8676702976226807,1.9974373579025269,1.6605156660079956,False,6,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,5.261523246765137,3.700448513031006,5.0413336753845215,1.3203707933425903,1.0418274402618408,1.2811906337738037,False,6,3,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,9.333324432373047,7.8439178466796875,5.936502933502197,2.187824249267578,2.0028393268585205,1.8375704288482666,False,6,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,4.696986675262451,4.933637619018555,4.992148399353027,1.1788699626922607,1.2464392185211182,1.2603987455368042,False,6,4,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,7.783987045288086,8.749229431152344,9.409834861755371,1.897642970085144,2.002824306488037,2.0926384925842285,False,6,4,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,4.672112941741943,5.1804938316345215,4.258693218231201,1.1690630912780762,1.2302942276000977,1.0995553731918335,False,9,1,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.131987571716309,8.395269393920898,9.313616752624512,1.9717471599578857,2.0061466693878174,2.1011266708374023,False,9,1,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,4.421186447143555,5.184236526489258,5.143608570098877,1.122389316558838,1.200918436050415,1.1422345638275146,False,9,2,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.18002700805664,9.452794075012207,6.649405479431152,1.95353102684021,2.074683904647827,1.7945826053619385,False,9,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,3.9643712043762207,5.8880486488342285,5.772157669067383,1.1149234771728516,1.3995482921600342,1.3462365865707397,False,9,3,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,7.298945426940918,8.56108570098877,10.31018352508545,1.747780680656433,1.9217736721038818,2.0504794120788574,False,9,3,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,3.8485960960388184,5.754458904266357,6.416668891906738,0.9622976779937744,1.252790093421936,1.173987865447998,False,9,4,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",FWD,8.089109420776367,10.422985076904297,8.091024398803711,1.6959425210952759,1.9055501222610474,1.6690864562988281,False,9,4,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
