season,position,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,verbose,window_size,kernel_size,num_filters,num_dense,conv_activation,dense_activation,drop_low_playtime,low_playtime_cutoff,optimizer,learning_rate,loss,metrics,regularization,early_stopping,tolerance,patience,standardize,amt_num_features
"['2020-21', '2021-22']",GK,2.4174914360046387,3.313178777694702,3.262495517730713,0.6754760146141052,0.804964542388916,0.8586435914039612,False,3,1,128,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,2.450880765914917,3.391176462173462,2.731403112411499,0.6911265850067139,0.9438990950584412,0.7723328471183777,False,3,1,128,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,1.8272514343261719,4.425095081329346,3.1715457439422607,0.622745931148529,1.135970950126648,0.8924689888954163,False,3,1,128,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,2.441105604171753,3.483168125152588,2.5466041564941406,0.7379404306411743,0.8891434073448181,0.7646624445915222,False,3,1,128,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,6.9840240478515625,7.694085597991943,8.312806129455566,1.928597092628479,2.0133187770843506,2.0370171070098877,False,3,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,7.371716022491455,7.490228176116943,6.437197685241699,2.0650882720947266,2.099242925643921,1.9439228773117065,False,3,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,7.01262092590332,7.745040416717529,6.940496921539307,1.9230797290802002,2.0009260177612305,1.9629549980163574,False,3,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,6.703707218170166,8.339861869812012,7.247692108154297,1.9046196937561035,2.0961358547210693,1.9683027267456055,False,3,1,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,3.0070621967315674,2.2712204456329346,2.970837354660034,0.9506067037582397,0.755861222743988,0.9312792420387268,False,3,1,128,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,3.1085968017578125,2.3855791091918945,2.231304883956909,0.8624587655067444,0.6842927932739258,0.6416798233985901,False,3,1,128,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,2.75011944770813,2.4149463176727295,3.6623430252075195,0.7930374145507812,0.7267638444900513,1.0574091672897339,False,3,1,128,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,3.0308918952941895,1.8218904733657837,3.474921226501465,0.8204382658004761,0.5106315612792969,0.8669875264167786,False,3,1,128,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,6.847303867340088,7.90337610244751,8.71976375579834,1.8972970247268677,1.9906985759735107,2.1269259452819824,False,3,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,6.480366230010986,8.508278846740723,7.202308654785156,1.8774704933166504,2.2530133724212646,1.9523468017578125,False,3,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,7.208897113800049,6.45758056640625,8.130790710449219,2.086299180984497,1.9113632440567017,2.2522666454315186,False,3,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,6.334666728973389,9.170991897583008,7.631434440612793,1.7792243957519531,2.2840399742126465,2.0265750885009766,False,3,1,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,3.0765929222106934,2.3081634044647217,3.012688398361206,0.8062419295310974,0.6119423508644104,0.895702064037323,False,3,1,128,256,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,2.6256115436553955,3.232290029525757,2.8614537715911865,0.7052780389785767,0.8731755614280701,0.7890056371688843,False,3,1,128,256,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,2.9018940925598145,3.614438772201538,2.5568654537200928,0.8316960334777832,0.9903738498687744,0.71498042345047,False,3,1,128,256,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,2.4462127685546875,3.6430203914642334,2.7882633209228516,0.7039177417755127,0.9531791806221008,0.8052569627761841,False,3,1,128,256,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,7.914418697357178,6.699033737182617,6.416025638580322,2.16981840133667,1.8291752338409424,1.8510878086090088,False,3,1,128,256,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,6.794548511505127,8.243034362792969,7.83186674118042,1.9673833847045898,2.291577100753784,2.2120072841644287,False,3,1,128,256,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,7.644639015197754,7.4621381759643555,5.994710922241211,2.011446237564087,1.9661682844161987,1.7175471782684326,False,3,1,128,256,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,6.672101020812988,9.087719917297363,6.785838603973389,1.9657667875289917,2.333845615386963,1.8793329000473022,False,3,1,128,256,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,2.1673848628997803,3.9997410774230957,3.356541633605957,0.6049248576164246,1.1115621328353882,0.8751916885375977,False,3,1,256,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,2.6336259841918945,2.7519330978393555,3.365525245666504,0.7048205137252808,0.7276582717895508,0.9239909648895264,False,3,1,256,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,2.6807284355163574,3.185075044631958,2.666783571243286,0.7153988480567932,0.7844265699386597,0.6853193044662476,False,3,1,256,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,2.708092451095581,2.5164525508880615,3.5368237495422363,0.7133260369300842,0.5898661613464355,0.8809813857078552,False,3,1,256,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,7.254844665527344,7.675461292266846,6.93937873840332,2.0204923152923584,2.0677473545074463,2.05055570602417,False,3,1,256,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,6.719686508178711,7.208771228790283,8.734838485717773,1.9556550979614258,2.0474674701690674,2.319088935852051,False,3,1,256,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,7.466463565826416,6.150647163391113,7.778890609741211,2.1423046588897705,1.9578914642333984,2.2677268981933594,False,3,1,256,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,6.524532794952393,8.105552673339844,8.371211051940918,1.8978861570358276,2.275064468383789,2.1844823360443115,False,3,1,256,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,2.7567217350006104,3.321244478225708,2.5431110858917236,0.7986753582954407,0.9191455245018005,0.7637532949447632,False,3,1,256,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,2.987424612045288,2.4701852798461914,2.8573145866394043,0.8634135127067566,0.7702724933624268,0.8042895197868347,False,3,1,256,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,2.981703042984009,2.380746841430664,2.8011410236358643,0.8507542014122009,0.6877191066741943,0.8685770630836487,False,3,1,256,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,2.840362071990967,2.6059389114379883,3.2511775493621826,0.81456458568573,0.769629955291748,0.9147427082061768,False,3,1,256,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,7.700850963592529,6.096309661865234,8.241674423217773,2.1481595039367676,1.893254280090332,2.1699299812316895,False,3,1,256,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,6.871817588806152,8.061307907104492,7.762443542480469,1.969379186630249,2.1146390438079834,2.0147712230682373,False,3,1,256,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,6.985419750213623,7.03423547744751,8.585090637207031,2.0766031742095947,1.9636403322219849,2.3319056034088135,False,3,1,256,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,6.903158187866211,7.8340559005737305,7.641913414001465,1.8973933458328247,2.107469081878662,2.025266647338867,False,3,1,256,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,2.9648962020874023,3.0437204837799072,3.0706450939178467,0.7887933254241943,0.8006396889686584,0.7801674008369446,False,3,1,256,256,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,2.6570138931274414,3.239741802215576,3.6192660331726074,0.7174550890922546,0.8698660135269165,0.9726012349128723,False,3,1,256,256,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,3.0684773921966553,2.4585201740264893,3.2693071365356445,0.9066886305809021,0.7947559952735901,1.0049744844436646,False,3,1,256,256,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,2.673224449157715,3.2240538597106934,3.5776219367980957,0.6631611585617065,0.7854964733123779,0.9281576871871948,False,3,1,256,256,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,7.853691101074219,7.869777202606201,6.895918846130371,2.1963043212890625,2.2482802867889404,1.99370539188385,False,3,1,256,256,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,7.357287406921387,7.11444091796875,8.065799713134766,2.0938801765441895,2.1152329444885254,2.2408323287963867,False,3,1,256,256,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,6.85286283493042,7.588311195373535,9.249466896057129,1.9911638498306274,2.147224187850952,2.2750184535980225,False,3,1,256,256,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,7.412635803222656,8.308855056762695,6.89954948425293,1.9076117277145386,1.9656484127044678,1.7521977424621582,False,3,1,256,256,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,2.20379638671875,3.5761666297912598,4.043737888336182,0.736498236656189,1.066031575202942,1.1713484525680542,False,3,2,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,2.470280885696411,2.9465575218200684,3.479429006576538,0.7626513838768005,0.8377792239189148,1.000216007232666,False,3,2,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,2.524567127227783,2.8913071155548096,2.9702799320220947,0.7102005481719971,0.8001092076301575,0.7708009481430054,False,3,2,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,2.8809897899627686,2.2893519401550293,2.826450824737549,0.8667672276496887,0.7102478742599487,0.8487838506698608,False,3,2,64,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,7.073846340179443,8.525059700012207,7.11332368850708,1.8469103574752808,2.125847578048706,1.9722174406051636,False,3,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,7.030259609222412,7.7785420417785645,7.2801103591918945,2.061640739440918,2.1934895515441895,2.049855947494507,False,3,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,7.536468505859375,8.331704139709473,8.848331451416016,2.1532437801361084,2.329998016357422,2.346574306488037,False,3,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,6.0736284255981445,8.524609565734863,8.717879295349121,1.7977039813995361,2.2313601970672607,2.306549072265625,False,3,2,64,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,2.3345894813537598,3.3251349925994873,3.7178750038146973,0.7180394530296326,1.0050718784332275,1.0072661638259888,False,3,2,64,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,2.5455567836761475,2.9508345127105713,3.242063522338867,0.8570204973220825,0.9849267601966858,1.0238126516342163,False,3,2,64,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,2.302389144897461,3.4739866256713867,3.2775516510009766,0.6600644588470459,0.9268200993537903,0.889820396900177,False,3,2,64,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,3.0624582767486572,1.9747763872146606,2.8327114582061768,0.9280955791473389,0.5841315984725952,0.8356066346168518,False,3,2,64,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,8.258584976196289,5.715638160705566,6.92174768447876,2.3580963611602783,1.8462421894073486,2.1579978466033936,False,3,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,5.7844557762146,9.800189971923828,8.770503997802734,1.773045539855957,2.4467923641204834,2.192267417907715,False,3,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,6.052489757537842,9.560232162475586,7.672747611999512,1.734058141708374,2.164047956466675,2.0404415130615234,False,3,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,6.9219255447387695,7.048595428466797,9.057145118713379,2.0132553577423096,1.9806935787200928,2.269585132598877,False,3,2,64,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,2.759875774383545,2.458714485168457,3.512073278427124,0.7749829292297363,0.6669984459877014,0.9171139001846313,False,3,2,64,256,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,2.742871046066284,2.2252445220947266,3.773394823074341,0.7900693416595459,0.6982105374336243,1.059309482574463,False,3,2,64,256,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,2.2339234352111816,4.062249183654785,2.860434055328369,0.6205998063087463,1.060760736465454,0.7545733451843262,False,3,2,64,256,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,2.411458730697632,3.1456713676452637,3.4826557636260986,0.7127135396003723,0.8903828263282776,0.9657105803489685,False,3,2,64,256,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,7.55228853225708,6.30230712890625,8.059737205505371,2.140084981918335,2.0184245109558105,2.2236626148223877,False,3,2,64,256,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,6.66361141204834,8.325078964233398,6.644498825073242,1.9576048851013184,2.2630913257598877,1.9047988653182983,False,3,2,64,256,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,7.196347713470459,7.190797328948975,7.9445319175720215,2.1742186546325684,2.0498054027557373,2.1512839794158936,False,3,2,64,256,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,7.3400421142578125,8.227633476257324,6.277861595153809,1.8968614339828491,2.1008517742156982,1.6646250486373901,False,3,2,64,256,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,2.396699905395508,3.353076934814453,3.2849111557006836,0.7074640393257141,0.9176656007766724,0.8620923757553101,False,3,2,128,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,2.536994218826294,3.162989377975464,2.935784339904785,0.7756398916244507,0.9222491979598999,0.9709153771400452,False,3,2,128,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,2.236511707305908,3.695169448852539,3.1725564002990723,0.6303309798240662,0.9520427584648132,0.8570177555084229,False,3,2,128,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,2.684776544570923,2.132805585861206,3.8499178886413574,0.8056945204734802,0.586577832698822,0.95811927318573,False,3,2,128,64,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,7.010327339172363,7.894240856170654,6.985527515411377,2.05218768119812,2.1549155712127686,1.9861000776290894,False,3,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,6.613729000091553,7.520810604095459,8.710836410522461,1.9976248741149902,2.1122610569000244,2.207280158996582,False,3,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,5.738194465637207,9.83809757232666,9.425024032592773,1.6156785488128662,2.2714462280273438,2.172947406768799,False,3,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,6.733141899108887,8.884984016418457,6.84353494644165,1.86800217628479,2.1275930404663086,1.8606657981872559,False,3,2,128,64,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,2.8719096183776855,2.6135129928588867,2.8783323764801025,0.7732062935829163,0.7249271869659424,0.7875537872314453,False,3,2,128,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,2.85160756111145,2.2976322174072266,2.9031054973602295,0.7790288925170898,0.5996036529541016,0.78633713722229,False,3,2,128,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,2.9829506874084473,1.8710471391677856,3.0683257579803467,0.8437150120735168,0.537540853023529,0.8396547436714172,False,3,2,128,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,2.977099657058716,2.3081560134887695,2.6858420372009277,0.8530441522598267,0.6685700416564941,0.7654231190681458,False,3,2,128,128,relu,relu,False,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
"['2020-21', '2021-22']",GK,7.439299583435059,7.526871204376221,7.220283031463623,2.191100597381592,2.2246081829071045,2.2054295539855957,False,3,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,ptsonly
"['2020-21', '2021-22']",GK,7.084444522857666,7.325417518615723,7.711068153381348,1.9889838695526123,2.0177009105682373,2.068876266479492,False,3,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,small
"['2020-21', '2021-22']",GK,6.749472141265869,8.243911743164062,7.499046802520752,2.009713649749756,2.187509775161743,2.24664568901062,False,3,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,medium
"['2020-21', '2021-22']",GK,7.17735481262207,8.803102493286133,7.105366230010986,2.1529245376586914,2.2397494316101074,2.0639400482177734,False,3,2,128,128,relu,relu,True,15,adam,0.01,mse,['mae'],0.001,True,0.0001,20,True,large
