assists,clean_sheets,creativity,bps,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,total_points,kickoff_time,was_home,team,opponent_team,name,Target_Output
0.0,0.16666666666666666,0.0,18.5,1.6666666666666667,0.0,2.733333333333333,27.166666666666668,90.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.3333333333333335,2021-10-03T13:00:00Z,False,Leicester,Everton,Kasper Schmeichel,1.0
0.0,0.14285714285714285,0.0,17.571428571428573,1.7142857142857142,0.0,2.6285714285714286,26.114285714285717,90.0,0.0,0.0,0.0,0.0,3.2857142857142856,0.0,0.0,3.0,2021-10-16T14:00:00Z,True,Leicester,Man Utd,Kasper Schmeichel,2.0
0.0,0.0,0.0,16.0,2.0,0.0,2.642857142857143,26.228571428571428,90.0,0.0,0.0,0.0,0.0,3.4285714285714284,0.0,0.0,2.0,2021-10-24T13:00:00Z,False,Leicester,Brighton,Kasper Schmeichel,3.0
0.0,0.0,0.0,16.285714285714285,1.5714285714285714,0.0,2.8142857142857145,27.942857142857147,90.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,2.2857142857142856,2021-10-30T11:30:00Z,True,Leicester,Arsenal,Kasper Schmeichel,2.0
0.0,0.0,0.0,17.285714285714285,1.7142857142857142,0.0,2.9,28.88571428571429,90.0,0.0,0.0,0.0,0.0,3.7142857142857144,0.0,0.0,2.142857142857143,2021-11-07T14:00:00Z,False,Leicester,Leeds,Kasper Schmeichel,3.0
0.0,0.0,0.0,16.571428571428573,1.7142857142857142,0.0,2.5142857142857147,24.97142857142857,90.0,0.0,0.0,0.0,0.0,3.2857142857142856,0.0,0.0,2.0,2021-11-20T12:30:00Z,True,Leicester,Crystal Palace,Kasper Schmeichel,1.0
0.0,0.0,0.0,16.857142857142858,1.8571428571428572,0.0,2.642857142857143,26.342857142857138,90.0,0.0,0.0,0.0,0.0,3.4285714285714284,0.0,0.14285714285714285,1.8571428571428572,2021-11-28T14:00:00Z,True,Leicester,West Brom,Kasper Schmeichel,2.0
0.0,0.0,0.0,17.0,1.8571428571428572,0.0,2.742857142857143,27.371428571428574,90.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.14285714285714285,2.0,2021-12-01T19:30:00Z,False,Leicester,Southampton,Kasper Schmeichel,2.0
0.0,0.0,0.0,18.0,1.8571428571428572,0.0,3.0142857142857147,30.057142857142857,90.0,0.0,0.0,0.0,0.0,4.0,0.0,0.14285714285714285,2.142857142857143,2021-12-05T16:30:00Z,False,Leicester,Aston Villa,Kasper Schmeichel,1.0
0.0,0.0,0.014285714285714287,17.0,1.8571428571428572,0.0,2.885714285714286,28.82857142857143,90.0,0.0,0.0,0.0,0.0,3.7142857142857144,0.0,0.14285714285714285,2.0,2021-12-12T14:00:00Z,True,Leicester,Newcastle,Kasper Schmeichel,7.0
0.0,0.14285714285714285,0.014285714285714287,18.285714285714285,1.7142857142857142,0.0,2.728571428571428,27.285714285714285,90.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.14285714285714285,2.5714285714285716,2021-12-26T15:00:00Z,False,Leicester,Man City,Kasper Schmeichel,-1.0
0.0,0.14285714285714285,0.014285714285714287,16.428571428571427,2.2857142857142856,0.0,2.5142857142857147,25.114285714285717,90.0,0.0,0.0,0.0,0.0,3.2857142857142856,0.0,0.14285714285714285,2.142857142857143,2021-12-28T20:00:00Z,True,Leicester,Liverpool,Kasper Schmeichel,15.0
0.0,0.2857142857142857,0.014285714285714287,20.0,2.142857142857143,0.0,2.814285714285714,28.142857142857142,90.0,0.0,0.0,0.14285714285714285,0.0,3.2857142857142856,0.0,0.14285714285714285,3.857142857142857,2022-01-19T19:30:00Z,True,Leicester,Spurs,Kasper Schmeichel,2.0
0.0,0.2857142857142857,0.014285714285714287,20.428571428571427,2.142857142857143,0.0,2.7714285714285714,27.742857142857144,90.0,0.0,0.0,0.14285714285714285,0.0,3.4285714285714284,0.0,0.0,4.0,2022-01-23T14:00:00Z,True,Leicester,Burnley,Kasper Schmeichel,3.0
0.0,0.2857142857142857,0.014285714285714287,20.428571428571427,2.0,0.0,2.8285714285714287,28.28571428571428,90.0,0.0,0.0,0.14285714285714285,0.0,3.4285714285714284,0.0,0.0,4.142857142857143,2022-02-10T19:45:00Z,False,Leicester,Liverpool,Kasper Schmeichel,4.0
0.0,0.2857142857142857,0.014285714285714287,21.571428571428573,2.0,0.0,3.2571428571428567,32.628571428571426,90.0,0.0,0.0,0.14285714285714285,0.0,4.0,0.0,0.0,4.428571428571429,2022-02-13T16:30:00Z,True,Leicester,West Ham,Kasper Schmeichel,1.0
0.0,0.2857142857142857,0.14285714285714285,21.0,2.0,0.0,3.1857142857142855,31.685714285714287,90.0,0.0,0.0,0.14285714285714285,0.0,3.857142857142857,0.0,0.0,4.428571428571429,2022-02-20T16:30:00Z,False,Leicester,Wolves,Kasper Schmeichel,1.0
