assists,clean_sheets,creativity,bps,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,total_points,kickoff_time,was_home,team,opponent_team,name,Target_Output
0.0,0.0,0.6333333333333333,2.0,0.16666666666666666,0.0,0.13333333333333333,0.7333333333333334,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2021-10-03T13:00:00Z,True,Spurs,Aston Villa,Bryan Gil Salvatierra,1.0
0.0,0.0,0.5857142857142857,2.142857142857143,0.14285714285714285,0.0,0.11428571428571428,0.6285714285714287,7.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,2021-10-17T15:30:00Z,False,Spurs,Newcastle,Bryan Gil Salvatierra,0.0
0.0,0.0,0.5857142857142857,2.142857142857143,0.14285714285714285,0.0,0.11428571428571428,0.6285714285714287,7.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,2021-10-24T13:00:00Z,False,Spurs,West Ham,Bryan Gil Salvatierra,1.0
0.0,0.0,0.7285714285714286,2.4285714285714284,0.14285714285714285,0.0,0.24285714285714285,1.2571428571428573,8.142857142857142,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.7142857142857143,2021-10-30T16:30:00Z,True,Spurs,Man Utd,Bryan Gil Salvatierra,0.0
0.0,0.0,0.7285714285714286,2.0,0.14285714285714285,0.0,0.24285714285714285,1.2571428571428573,7.857142857142857,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.5714285714285714,2021-11-07T14:00:00Z,False,Spurs,Fulham,Bryan Gil Salvatierra,0.0
0.0,0.0,0.7285714285714286,2.0,0.14285714285714285,0.0,0.24285714285714285,1.2571428571428573,7.857142857142857,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.5714285714285714,2021-11-21T16:30:00Z,True,Spurs,Leeds,Bryan Gil Salvatierra,0.0
0.0,0.0,0.48571428571428577,1.5714285714285714,0.0,0.0,0.21428571428571427,1.2,3.857142857142857,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,2021-12-02T19:30:00Z,True,Spurs,Brighton,Bryan Gil Salvatierra,0.0
0.0,0.0,0.18571428571428578,0.7142857142857143,0.0,0.0,0.12857142857142856,0.6285714285714287,1.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,2021-12-05T14:00:00Z,True,Spurs,Sheffield Utd,Bryan Gil Salvatierra,0.0
0.0,0.0,0.14285714285714293,0.2857142857142857,0.0,0.0,0.12857142857142856,0.6285714285714287,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,2021-12-19T16:30:00Z,True,Spurs,Liverpool,Bryan Gil Salvatierra,0.0
0.0,0.0,0.14285714285714293,0.2857142857142857,0.0,0.0,0.12857142857142856,0.6285714285714287,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,2021-12-26T15:00:00Z,True,Spurs,Everton,Bryan Gil Salvatierra,1.0
0.0,0.0,1.7,0.7142857142857143,0.0,0.0,0.3,0.6571428571428571,2.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,2021-12-28T15:00:00Z,False,Spurs,Southampton,Bryan Gil Salvatierra,1.0
0.0,0.0,4.485714285714286,1.4285714285714286,0.0,0.0,0.9571428571428571,1.9714285714285713,3.857142857142857,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2857142857142857,2022-01-01T15:00:00Z,False,Spurs,West Brom,Bryan Gil Salvatierra,1.0
0.0,0.0,4.6,1.8571428571428572,0.0,0.0,0.9714285714285713,1.9999999999999998,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.42857142857142855,2022-01-19T19:30:00Z,False,Spurs,Leicester,Bryan Gil Salvatierra,0.0
0.0,0.0,4.6,1.8571428571428572,0.0,0.0,0.9714285714285713,1.9999999999999998,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.42857142857142855,2022-01-23T16:30:00Z,False,Spurs,Crystal Palace,Bryan Gil Salvatierra,1.0
0.0,0.0,4.6,2.142857142857143,0.0,0.0,0.9714285714285713,1.9999999999999998,4.142857142857143,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5714285714285714,2022-02-09T19:45:00Z,True,Spurs,Southampton,Bryan Gil Salvatierra,0.0
