assists,clean_sheets,creativity,bps,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,total_points,kickoff_time,was_home,name,Target_Output,difficulty_gap
0.0,0.0,0.0571428571428571,0.8571428571428571,0.1428571428571428,0.0,0.2428571428571428,2.3428571428571425,12.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,2021-12-12T16:30:00Z,True,Nathaniel Clyne,1.0,-2
0.0,0.0,0.0571428571428571,1.2857142857142858,0.1428571428571428,0.0,0.2428571428571428,2.3428571428571425,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,2021-12-15T19:30:00Z,True,Nathaniel Clyne,0.0,-2
0.0,0.0,0.0571428571428571,1.2857142857142858,0.1428571428571428,0.0,0.2428571428571428,2.3428571428571425,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,2021-12-26T15:00:00Z,False,Nathaniel Clyne,0.0,0
0.0,0.0,0.0571428571428571,1.2857142857142858,0.1428571428571428,0.0,0.2428571428571428,2.3428571428571425,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,2021-12-28T15:00:00Z,True,Nathaniel Clyne,0.0,-2
0.0,0.0,0.0571428571428571,1.2857142857142858,0.1428571428571428,0.0,0.2428571428571428,2.3428571428571425,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,2022-01-01T17:30:00Z,True,Nathaniel Clyne,0.0,-1
0.0,0.0,0.0571428571428571,1.2857142857142858,0.1428571428571428,0.0,0.2428571428571428,2.3428571428571425,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,2022-01-14T20:00:00Z,False,Nathaniel Clyne,0.0,-2
0.0,0.0,0.0571428571428571,1.2857142857142858,0.1428571428571428,0.0,0.2428571428571428,2.3428571428571425,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,2022-01-23T14:00:00Z,True,Nathaniel Clyne,0.0,0
0.0,0.0,2.185714285714286,2.4285714285714284,0.1428571428571428,0.0,0.4857142857142857,2.6,12.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,2022-02-23T19:30:00Z,False,Nathaniel Clyne,2.0,-2
0.0,0.0,2.485714285714286,4.428571428571429,0.2857142857142857,0.0,0.6714285714285715,4.2,25.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,2022-02-26T15:00:00Z,True,Nathaniel Clyne,2.0,-2
0.0,0.0,3.042857142857143,6.142857142857143,0.4285714285714285,0.0,1.0571428571428572,6.171428571428572,38.57142857142857,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.8571428571428571,2022-03-05T15:00:00Z,False,Nathaniel Clyne,6.0,-1
0.0,0.1428571428571428,3.071428571428572,9.285714285714286,0.4285714285714285,0.0,1.1285714285714286,6.857142857142857,51.42857142857143,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,1.7142857142857142,2022-03-14T20:00:00Z,True,Nathaniel Clyne,6.0,1
