,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,yellow_cards,was_home,opponent_team,Target_Output
3,8.566666666666665,0.6666666666666666,1.3333333333333333,24.0,0.3333333333333333,8.4,202.0,1.3333333333333333,0.6666666666666666,8.466666666666667,30.066666666666666,83.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,46.333333333333336,7.666666666666667,57.0,0.3333333333333333,True,12.0,2.0
4,6.133333333333333,0.0,0.6666666666666666,10.0,0.3333333333333333,5.766666666666667,202.0,0.6666666666666666,0.3333333333333333,6.733333333333333,13.333333333333334,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,48.333333333333336,3.6666666666666665,57.666666666666664,0.3333333333333333,True,20.0,17.0
5,5.3,0.0,1.0,25.0,0.3333333333333333,9.033333333333333,202.0,0.6666666666666666,1.0,11.6,33.93333333333334,90.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.3333333333333333,73.0,6.666666666666667,58.0,0.3333333333333333,False,2.0,2.0
6,5.466666666666666,0.0,1.0,24.0,0.3333333333333333,9.466666666666667,202.0,1.6666666666666667,1.0,11.566666666666668,36.86666666666667,90.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.3333333333333333,69.33333333333333,7.0,58.333333333333336,0.0,True,9.0,7.0
7,6.733333333333334,0.0,1.3333333333333333,32.333333333333336,0.3333333333333333,9.066666666666666,202.0,2.6666666666666665,1.3333333333333333,12.6,47.666666666666664,90.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.6666666666666667,69.33333333333333,8.666666666666666,59.0,0.0,False,6.0,2.0
8,5.566666666666666,0.0,0.3333333333333333,7.333333333333333,0.3333333333333333,2.2666666666666653,202.0,2.6666666666666665,0.3333333333333333,7.3,18.266666666666666,90.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,52.666666666666664,3.6666666666666665,60.0,0.0,True,1.0,2.0
9,4.466666666666667,0.0,0.3333333333333333,9.0,0.6666666666666666,9.633333333333333,202.0,1.3333333333333333,0.3333333333333333,7.8,13.933333333333332,90.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,54.666666666666664,3.6666666666666665,60.666666666666664,0.0,False,7.0,8.0
10,3.3000000000000003,0.0,0.6666666666666666,9.333333333333334,0.6666666666666666,8.933333333333332,202.0,1.0,0.3333333333333333,8.133333333333335,16.73333333333333,90.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,55.666666666666664,4.0,61.0,0.0,False,5.0,5.0
11,3.6333333333333333,0.3333333333333333,0.6666666666666666,14.333333333333334,0.3333333333333333,9.099999999999998,202.0,1.3333333333333333,0.3333333333333333,6.666666666666667,14.733333333333334,84.33333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,42.666666666666664,5.0,61.333333333333336,0.0,True,19.0,6.0
12,4.1000000000000005,0.3333333333333333,0.6666666666666666,24.0,0.0,5.3666666666666645,202.0,2.0,0.6666666666666666,7.966666666666666,28.666666666666668,82.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,3.0,45.333333333333336,6.333333333333333,62.0,0.0,True,14.0,2.0
13,4.166666666666667,0.3333333333333333,0.0,14.666666666666666,0.0,5.299999999999998,202.0,3.0,0.3333333333333333,6.666666666666667,16.0,82.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,45.0,4.333333333333333,62.666666666666664,0.0,False,13.0,8.0
14,4.666666666666667,0.0,0.6666666666666666,20.0,0.3333333333333333,4.966666666666664,202.0,2.6666666666666665,0.6666666666666666,7.599999999999999,26.333333333333332,87.66666666666667,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,4.0,44.333333333333336,5.333333333333333,63.333333333333336,0.0,True,4.0,8.0
15,5.366666666666667,0.6666666666666666,0.6666666666666666,19.333333333333332,0.6666666666666666,4.3666666666666645,202.0,2.0,0.3333333333333333,6.3999999999999995,19.933333333333334,90.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,2.3333333333333335,39.333333333333336,6.0,64.0,0.0,False,18.0,2.0
16,5.7,0.6666666666666666,0.6666666666666666,18.0,0.6666666666666666,4.566666666666665,202.0,1.0,0.3333333333333333,7.866666666666666,20.733333333333334,90.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,53.0,6.0,65.0,0.0,False,17.0,2.0
17,5.466666666666668,0.6666666666666666,0.0,9.333333333333334,0.3333333333333333,7.5666666666666655,202.0,1.3333333333333333,0.0,6.3999999999999995,9.666666666666666,90.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,46.666666666666664,4.0,65.66666666666667,0.0,True,3.0,1.0
18,3.8000000000000003,0.0,0.0,1.0,0.0,4.233333333333332,202.0,1.6666666666666667,0.0,3.3666666666666667,1.8,79.66666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,28.666666666666668,1.6666666666666667,66.33333333333333,0.0,False,14.0,15.0
19,3.733333333333333,0.6666666666666666,1.0,20.666666666666668,0.0,15.633333333333331,202.0,1.0,0.3333333333333333,6.333333333333333,24.733333333333334,79.66666666666667,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,24.0,6.0,66.33333333333333,0.0,False,9.0,5.0
20,3.5,1.0,1.0,25.0,0.0,22.966666666666665,202.0,1.3333333333333333,0.3333333333333333,8.933333333333332,32.06666666666667,79.66666666666667,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.0,35.333333333333336,7.0,66.33333333333333,0.0,True,7.0,6.0
21,4.866666666666667,1.0,1.0,33.333333333333336,0.3333333333333333,23.2,202.0,1.0,0.6666666666666666,12.200000000000001,45.199999999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,53.666666666666664,8.666666666666666,66.33333333333333,0.0,True,6.0,2.0
22,5.133333333333334,0.3333333333333333,0.0,16.666666666666668,0.3333333333333333,15.199999999999998,202.0,2.0,0.3333333333333333,8.0,22.400000000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.3333333333333335,42.666666666666664,4.333333333333333,67.0,0.0,False,1.0,2.0
23,7.7,0.0,0.0,12.666666666666666,0.3333333333333333,6.033333333333331,202.0,1.6666666666666667,0.3333333333333333,6.366666666666667,16.533333333333335,90.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.3333333333333335,41.333333333333336,3.3333333333333335,68.0,0.0,False,20.0,6.0
24,9.766666666666666,0.0,0.0,13.333333333333334,0.3333333333333333,9.033333333333331,202.0,1.6666666666666667,0.3333333333333333,5.8,18.666666666666668,90.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.6666666666666665,30.333333333333332,3.3333333333333335,68.66666666666667,0.0,True,16.0,2.0
25,9.266666666666667,0.0,0.0,12.0,0.3333333333333333,5.899999999999998,202.0,0.6666666666666666,0.3333333333333333,5.5,18.533333333333335,90.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.3333333333333333,30.666666666666668,3.3333333333333335,69.0,0.0,True,2.0,2.0
26,6.033333333333334,0.0,0.0,9.666666666666666,0.3333333333333333,8.166666666666664,202.0,1.0,0.3333333333333333,5.133333333333334,17.066666666666666,90.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.6666666666666667,27.0,3.3333333333333335,68.66666666666667,0.0,False,19.0,1.0
27,2.6999999999999997,0.0,0.0,1.0,0.0,8.699999999999998,202.0,1.0,0.0,2.7333333333333343,2.5333333333333337,71.33333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,17.0,1.6666666666666667,68.33333333333333,0.0,True,5.0,11.0
28,2.533333333333333,0.3333333333333333,1.0,13.333333333333334,0.0,12.699999999999998,202.0,1.0,0.3333333333333333,4.833333333333334,19.866666666666667,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,16.666666666666668,4.666666666666667,67.66666666666667,0.3333333333333333,False,8.0,2.0
